"Tracking Number","Transaction Date","Type","System","Service Code","Published Charge","Incentive Charge","Net Charge","Ref No 1","Ref No 2"
"1ZR4R346YW90102159","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.77","-$2.96","$11.81","3131539",""
"1ZR4R346YW90113683","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132593",""
"1ZR4R346YW90129014","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3131432",""
"1ZR4R346YW90152499","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132592",""
"1ZR4R346YW90152533","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131940",""
"1ZR4R346YW90153854","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131864",""
"1ZR4R346YW90157930","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3131179",""
"1ZR4R346YW90162264","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131121",""
"1ZR4R346YW90179087","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.23","-$3.33","$15.90","3131234",""
"1ZR4R346YW90185918","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.33","-$3.21","$16.12","3131487",""
"1ZR4R346YW90186757","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.48","-$3.70","$14.78","3131942",""
"1ZR4R346YW90191063","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131825",""
"1ZR4R346YW90195809","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.75","-$3.43","$16.32","3131752",""
"1ZR4R346YW90197772","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.10","-$3.16","$15.94","3132114",""
"1ZR4R346YW90203899","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.44","-$3.16","$15.28","3132074",""
"1ZR4R346YW90210710","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3131777",""
"1ZR4R346YW90216456","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132414",""
"1ZR4R346YW90228096","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3132495",""
"1ZR4R346YW90237004","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131147",""
"1ZR4R346YW90239413","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.69","-$2.89","$14.80","3131273",""
"1ZR4R346YW90241375","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.93","-$3.59","$14.34","3131764",""
"1ZR4R346YW90248798","Nov 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.47","-$3.10","$12.37","732621",""
"1ZR4R346YW90253193","Nov 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.03","-$2.89","$14.14","3131091",""
"1ZR4R346YW90260738","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.99","-$3.01","$11.98","3132002",""
"1ZR4R346YW90282518","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3131319",""
"1ZR4R346YW90285622","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3131525",""
"1ZR4R346YW90289226","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3131501",""
"1ZR4R346YW90298289","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3131299",""
"1ZR4R346YW90298850","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.10","-$3.16","$15.94","3131192",""
"1ZR4R346YW90309810","Nov 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.90","-$3.46","$16.44","3130841",""
"1ZR4R346YW90316704","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3131226",""
"1ZR4R346YW90322019","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3131810",""
"1ZR4R346YW90334668","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3131214",""
"1ZR4R346YW90340473","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.42","-$2.89","$11.53","3132103",""
"1ZR4R346YW90352997","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.75","-$3.10","$15.65","3131364 - Martex ?? Brentwood Pillo",""
"1ZR4R346YW90370413","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.47","-$3.10","$12.37","3131390 - Holiday Inn Express ?? So",""
"1ZR4R346YW90371814","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131311",""
"1ZR4R346YW90387316","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3131224",""
"1ZR4R346YW90393265","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131230",""
"1ZR4R346YW90395076","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.77","-$2.96","$11.81","3131911",""
"1ZR4R346YW90395094","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.23","-$3.33","$15.90","3131788",""
"1ZR4R346YW90397136","Nov 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3130994",""
"1ZR4R346YW90398019","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131268",""
"1ZR4R346YW90417711","Nov 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.66","-$3.87","$18.79","3131086",""
"1ZR4R346YW90423740","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3131407",""
"1ZR4R346YW90426390","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131307",""
"1ZR4R346YW90433186","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.47","-$3.10","$12.37","3131329",""
"1ZR4R346YW90436898","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132617",""
"1ZR4R346YW90439304","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3131236",""
"1ZR4R346YW90445744","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.66","-$3.21","$15.45","3132062",""
"1ZR4R346YW90459293","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131930",""
"1ZR4R346YW90467471","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.57","-$3.46","$17.11","3131108",""
"1ZR4R346YW90486183","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3132030",""
"1ZR4R346YW90499133","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3131125",""
"1ZR4R346YW90504073","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131790",""
"1ZR4R346YW90509256","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131532",""
"1ZR4R346YW90524800","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131515",""
"1ZR4R346YW90535861","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3132595",""
"1ZR4R346YW90540444","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.89","-$3.33","$16.56","3131506",""
"1ZR4R346YW90546368","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.66","-$3.21","$15.45","3131212",""
"1ZR4R346YW90551503","Nov 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.09","-$3.30","$15.79","3131056",""
"1ZR4R346YW90553832","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131272",""
"1ZR4R346YW90572875","Nov 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131075",""
"1ZR4R346YW90607408","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.66","-$3.21","$15.45","3131561",""
"1ZR4R346YW90608694","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3131171",""
"1ZR4R346YW90622258","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3132468",""
"1ZR4R346YW90646643","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.20","-$3.59","$17.61","3132575",""
"1ZR4R346YW90652467","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131973",""
"1ZR4R346YW90654616","Nov 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.99","-$3.01","$11.98","3131077",""
"1ZR4R346YW90656687","Nov 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3130977",""
"1ZR4R346YW90673444","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131861",""
"1ZR4R346YW90675193","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3131437",""
"1ZR4R346YW90681088","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.77","-$2.96","$11.81","3132073",""
"1ZR4R346YW90702751","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3131301",""
"1ZR4R346YW90710939","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.77","-$2.96","$11.81","3132098",""
"1ZR4R346YW90718879","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3132554",""
"1ZR4R346YW90719216","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132633",""
"1ZR4R346YW90731425","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3132607",""
"1ZR4R346YW90755963","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$13.88","-$2.79","$11.09","3131955",""
"1ZR4R346YW90758424","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3131750",""
"1ZR4R346YW90762688","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.52","-$2.98","$14.54","3131873",""
"1ZR4R346YW90776422","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131316",""
"1ZR4R346YW90777501","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3132494",""
"1ZR4R346YW90784093","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.90","-$3.46","$16.44","3131396",""
"1ZR4R346YW90805908","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132588",""
"1ZR4R346YW90819699","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.89","-$3.33","$16.56","3131284",""
"1ZR4R346YW90829446","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131324",""
"1ZR4R346YW90832343","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131941",""
"1ZR4R346YW90843822","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3131541",""
"1ZR4R346YW90853320","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.52","-$2.98","$14.54","3132780",""
"1ZR4R346YW90860018","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3132157",""
"1ZR4R346YW90862972","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.42","-$2.89","$11.53","3131320",""
"1ZR4R346YW90866807","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3132173",""
"1ZR4R346YW90889355","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3132587",""
"1ZR4R346YW90894410","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132423",""
"1ZR4R346YW90919554","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3131461",""
"1ZR4R346YW90928464","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3131296",""
"1ZR4R346YW90931263","Nov 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.23","-$3.33","$15.90","3131072",""
"1ZR4R346YW90934724","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.99","-$3.87","$18.12","3131495",""
"1ZR4R346YW90940128","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3131476",""
"1ZR4R346YW90975690","Nov 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3130512",""
"1ZR4R346YW90993250","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3132628",""
"1ZR4R346YW91008938","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131291",""
"1ZR4R346YW91021922","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131228",""
"1ZR4R346YW91026294","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131444",""
"1ZR4R346YW91033026","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3131947",""
"1ZR4R346YW91034356","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131141",""
"1ZR4R346YW91035435","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131841",""
"1ZR4R346YW91049475","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$12.44","-$2.49","$9.95","3131493",""
"1ZR4R346YW91063351","Nov 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3130999",""
"1ZR4R346YW91064216","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3131208",""
"1ZR4R346YW91065760","Nov 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3130852",""
"1ZR4R346YW91070110","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$12.44","-$2.49","$9.95","3131175",""
"1ZR4R346YW91091642","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3131274",""
"1ZR4R346YW91099886","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3131509",""
"1ZR4R346YW91108419","Nov 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131013",""
"1ZR4R346YW91116320","Nov 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.99","-$3.87","$18.12","3131084",""
"1ZR4R346YW91131125","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3131773",""
"1ZR4R346YW91143729","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.66","-$3.21","$15.45","3131290",""
"1ZR4R346YW91153978","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.28","-$2.74","$13.54","732625",""
"1ZR4R346YW91178335","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.77","-$2.96","$11.81","3131330",""
"1ZR4R346YW91179905","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3131120",""
"1ZR4R346YW91184435","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.44","-$3.16","$15.28","3131497",""
"1ZR4R346YW91193845","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131218",""
"1ZR4R346YW91195656","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3131203",""
"1ZR4R346YW91211860","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131499",""
"1ZR4R346YW91220270","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3131217",""
"1ZR4R346YW91227380","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.33","-$3.21","$16.12","3131902",""
"1ZR4R346YW91238109","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132049",""
"1ZR4R346YW91248394","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.41","-$3.43","$16.98","3131754",""
"1ZR4R346YW91249286","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3131406",""
"1ZR4R346YW91251255","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132085",""
"1ZR4R346YW91251442","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3131835",""
"1ZR4R346YW91283597","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132560",""
"1ZR4R346YW91300675","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.66","-$3.21","$15.45","3131826",""
"1ZR4R346YW91307721","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132172",""
"1ZR4R346YW91308195","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3131903",""
"1ZR4R346YW91310600","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3131429",""
"1ZR4R346YW91314375","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$12.44","-$2.49","$9.95","3132517",""
"1ZR4R346YW91316613","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.77","-$2.96","$11.81","3131526",""
"1ZR4R346YW91319996","Nov 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.42","-$2.89","$11.53","3130840",""
"1ZR4R346YW91325630","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3131837",""
"1ZR4R346YW91325952","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3131136",""
"1ZR4R346YW91336673","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131279",""
"1ZR4R346YW91341998","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.47","-$3.10","$12.37","3131255",""
"1ZR4R346YW91372571","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$12.44","-$2.49","$9.95","3132563",""
"1ZR4R346YW91374999","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.90","-$3.46","$16.44","3132036",""
"1ZR4R346YW91380866","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131334",""
"1ZR4R346YW91396288","Nov 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.59","-$3.01","$14.58","3130980",""
"1ZR4R346YW91397698","Nov 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3130804",""
"1ZR4R346YW91401119","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131289",""
"1ZR4R346YW91404296","Nov 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3131094",""
"1ZR4R346YW91422507","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.09","-$3.30","$15.79","3131315",""
"1ZR4R346YW91425782","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.09","-$3.30","$15.79","3132161",""
"1ZR4R346YW91426307","Nov 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.08","-$3.10","$14.98","3130808",""
"1ZR4R346YW91428083","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131123",""
"1ZR4R346YW91429331","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3131474",""
"1ZR4R346YW91462965","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3131142",""
"1ZR4R346YW91474783","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3131441",""
"1ZR4R346YW91492790","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3132120",""
"1ZR4R346YW91503456","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$12.44","-$2.49","$9.95","3131792",""
"1ZR4R346YW91534235","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3131358",""
"1ZR4R346YW91548266","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132621",""
"1ZR4R346YW91574380","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.09","-$3.30","$15.79","3131439",""
"1ZR4R346YW91584057","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3131277",""
"1ZR4R346YW91588437","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132555",""
"1ZR4R346YW91603535","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3132529",""
"1ZR4R346YW91608487","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3131221",""
"1ZR4R346YW91613079","Nov 26, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3131414",""
