"Tracking Number","Transaction Date","Type","System","Service Code","Published Charge","Incentive Charge","Net Charge","Ref No 1","Ref No 2"
"1ZR4R346YW92978513","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.75","-$2.59","$14.16","732662",""
"1ZR4R346YW92992766","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.70","-$3.39","$17.31","3135023",""
"1ZR4R346YW93071937","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.03","-$2.89","$14.14","3134817",""
"1ZR4R346YW93073417","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.76","-$3.50","$17.26","3134802",""
"1ZR4R346YW93098212","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.30","-$3.51","$17.79","3135043",""
"1ZR4R346YW93177949","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134815",""
"1ZR4R346YW93224370","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.49","-$3.14","$16.35","3135019",""
"1ZR4R346YW93289775","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.71","-$3.14","$12.57","3135061",""
"1ZR4R346YW93302008","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.48","-$3.14","$16.34","3135030",""
"1ZR4R346YW93358968","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.72","-$3.14","$12.58","3135159",""
"1ZR4R346YW93495999","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134804",""
"1ZR4R346YW93496961","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3134726",""
"1ZR4R346YW93515903","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.93","-$3.39","$13.54","3135180",""
"1ZR4R346YW93541474","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3134675",""
"1ZR4R346YW93569294","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134909",""
"1ZR4R346YW93727096","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.54","-$3.59","$16.95","3134821",""
"1ZR4R346YW93773698","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.71","-$3.14","$12.57","3134997",""
"1ZR4R346YW93773938","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.40","-$2.89","$11.51","3135195",""
"1ZR4R346YW93831348","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.54","-$3.59","$16.95","3134736",""
"1ZR4R346YW93837780","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.62","-$3.37","$17.25","3134938",""
"1ZR4R346YW93873482","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.93","-$3.39","$13.54","3134943",""
"1ZR4R346YW93904920","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134819",""
"1ZR4R346YW93997232","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3134840",""
"1ZR4R346YW94084547","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.33","-$3.06","$12.27","3135161",""
"1ZR4R346YW94168662","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.54","-$3.59","$16.95","3134877",""
"1ZR4R346YW94198773","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.90","-$3.46","$16.44","3134830",""
"1ZR4R346YW94217724","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.85","-$3.37","$13.48","3134991",""
"1ZR4R346YW94235562","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3134779",""
"1ZR4R346YW94272683","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.33","-$3.06","$12.27","3135049",""
"1ZR4R346YW94310702","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.93","-$3.59","$14.34","3134913",""
"1ZR4R346YW94347183","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134806",""
"1ZR4R346YW94396264","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134839",""
"1ZR4R346YW94419104","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.85","-$3.37","$13.48","3134993",""
"1ZR4R346YW94433606","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3134896",""
"1ZR4R346YW94487504","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.93","-$3.39","$13.54","3134932",""
"1ZR4R346YW94530760","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.20","-$3.59","$17.61","3134744",""
"1ZR4R346YW94557045","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134125",""
"1ZR4R346YW94563289","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.93","-$3.39","$13.54","732673",""
"1ZR4R346YW94572224","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.01","-$3.20","$12.81","3134886",""
"1ZR4R346YW94596208","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.71","-$3.14","$12.57","3135054",""
"1ZR4R346YW94612289","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.99","-$3.87","$18.12","3134825",""
"1ZR4R346YW94614125","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.93","-$3.39","$13.54","3134923",""
"1ZR4R346YW94636843","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134843",""
"1ZR4R346YW94662538","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134910",""
"1ZR4R346YW94698983","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.09","-$2.87","$15.22","3135148",""
"1ZR4R346YW94715178","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134869",""
"1ZR4R346YW94719674","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.08","-$3.10","$14.98","3134660",""
"1ZR4R346YW94769398","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3134747",""
"1ZR4R346YW94821311","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.85","-$3.37","$13.48","3135114",""
"1ZR4R346YW94842370","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3134745",""
"1ZR4R346YW94863857","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.08","-$2.45","$13.63","3135071",""
"1ZR4R346YW94886636","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.93","-$3.59","$14.34","3134761",""
"1ZR4R346YW94890952","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.75","-$2.94","$11.81","3135151",""
"1ZR4R346YW94901010","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$3.01","$15.25","3134759",""
"1ZR4R346YW94934646","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.47","-$3.10","$12.37","3134674",""
"1ZR4R346YW94942084","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134835",""
"1ZR4R346YW94961250","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134842",""
"1ZR4R346YW94962464","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3134831",""
"1ZR4R346YW95140448","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3134564",""
"1ZR4R346YW95189227","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134778",""
"1ZR4R346YW95197521","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3134875",""
"1ZR4R346YW95320575","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134901",""
"1ZR4R346YW95419059","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134715",""
"1ZR4R346YW95432212","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134781",""
"1ZR4R346YW95463046","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.69","-$2.89","$14.80","3134859",""
"1ZR4R346YW95543843","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.09","-$3.63","$14.46","3134931",""
"1ZR4R346YW95568639","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.40","-$2.89","$11.51","3135128",""
"1ZR4R346YW95646661","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.93","-$3.39","$13.54","3135199",""
"1ZR4R346YW95693271","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.09","-$3.63","$14.46","3134918",""
"1ZR4R346YW95817682","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.88","-$3.37","$13.51","3135183",""
"1ZR4R346YW95821926","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.93","-$3.39","$13.54","3135078",""
"1ZR4R346YW95894367","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.43","-$3.37","$18.06","3135066",""
"1ZR4R346YW95896187","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3134754",""
"1ZR4R346YW95912159","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.93","-$3.39","$13.54","3135074",""
"1ZR4R346YW95942340","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134766",""
"1ZR4R346YW95953703","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.09","-$3.63","$14.46","3135178",""
"1ZR4R346YW95966959","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3134777",""
"1ZR4R346YW95978893","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.40","-$2.89","$11.51","3134954",""
"1ZR4R346YW96004254","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.93","-$3.39","$13.54","3135131",""
"1ZR4R346YW96019097","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.66","-$3.37","$17.29","3135179",""
"1ZR4R346YW96251657","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.47","-$3.10","$12.37","3134861",""
"1ZR4R346YW96260530","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.43","-$3.37","$18.06","3135010",""
"1ZR4R346YW96264045","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.87","-$3.63","$18.24","3135110",""
"1ZR4R346YW96264241","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.49","-$3.14","$16.35","3135194",""
"1ZR4R346YW96296403","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134783",""
"1ZR4R346YW96341425","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134862",""
"1ZR4R346YW96427879","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3134720",""
"1ZR4R346YW96450932","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134765",""
"1ZR4R346YW96573621","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134876",""
"1ZR4R346YW96592388","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134788",""
"1ZR4R346YW96608370","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3134851",""
"1ZR4R346YW96624012","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3134679",""
"1ZR4R346YW96637991","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.93","-$3.59","$14.34","3134850",""
"1ZR4R346YW96743947","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.87","-$3.63","$18.24","3135005",""
"1ZR4R346YW96863540","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.72","-$3.14","$12.58","3135075",""
"1ZR4R346YW96872432","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.09","-$3.63","$14.46","3134935",""
"1ZR4R346YW96899913","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3134665",""
"1ZR4R346YW96955852","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3134890",""
"1ZR4R346YW96956673","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3134906",""
"1ZR4R346YW97024785","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3134895",""
"1ZR4R346YW97044512","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3134881",""
"1ZR4R346YW97075319","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.93","-$3.59","$14.34","3134578",""
"1ZR4R346YW97112779","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.62","-$3.37","$17.25","3134981",""
"1ZR4R346YW97121607","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.09","-$3.63","$14.46","3135039",""
"1ZR4R346YW97124828","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134706",""
"1ZR4R346YW97264758","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.88","-$3.37","$13.51","3135147",""
"1ZR4R346YW97358522","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.09","-$3.63","$14.46","3135176",""
"1ZR4R346YW97384806","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134878",""
"1ZR4R346YW97516315","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3134673",""
"1ZR4R346YW97685160","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3134751",""
"1ZR4R346YW97703309","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134454",""
"1ZR4R346YW97709269","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.90","-$3.46","$16.44","3134792",""
"1ZR4R346YW97737292","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134748",""
"1ZR4R346YW97743758","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3134866",""
"1ZR4R346YW97766322","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.43","-$3.37","$18.06","3135027",""
"1ZR4R346YW97915732","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3134871",""
"1ZR4R346YW98095359","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134752",""
"1ZR4R346YW98204472","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.42","-$2.89","$11.53","3134884",""
"1ZR4R346YW98265282","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.93","-$3.39","$13.54","3135121",""
"1ZR4R346YW98302428","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.09","-$3.63","$14.46","3135133",""
"1ZR4R346YW98332860","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134719",""
"1ZR4R346YW98348451","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.09","-$3.63","$14.46","3134922",""
"1ZR4R346YW98479551","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3134853",""
"1ZR4R346YW98488505","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.47","-$3.10","$12.37","3134790",""
"1ZR4R346YW98600552","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.40","-$2.89","$11.51","3135001",""
"1ZR4R346YW98618098","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.38","-$2.96","$14.42","3134900",""
