"Tracking Number","Transaction Date","Type","System","Service Code","Published Charge","Incentive Charge","Net Charge","Ref No 1","Ref No 2"
"1ZR4R346YW91301843","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.84","-$3.56","$14.28","3138603",""
"1ZR4R346YW91302879","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138580",""
"1ZR4R346YW91305143","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.77","-$3.36","$13.41","3138667",""
"1ZR4R346YW91310860","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138897",""
"1ZR4R346YW91317318","Feb 16, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.50","-$3.18","$17.32","3139037",""
"1ZR4R346YW91331114","Feb 16, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.33","-$3.27","$13.06","3139030",""
"1ZR4R346YW91345396","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.74","-$3.55","$14.19","3138655",""
"1ZR4R346YW91367005","Feb 14, 2022","Adjustments & Other Charges","Shipping Charge Corrections","UPS SurePost - 1 LB or Greater","$7.93","$1.94","$9.87","3138697",""
"1ZR4R346YW91367005","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.93","-$3.42","$17.51","3138697",""
"1ZR4R346YW91403037","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$24.53","-$4.14","$20.39","3138726",""
"1ZR4R346YW91427468","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138636",""
"1ZR4R346YW91427539","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.89","-$3.18","$12.71","3138676",""
"1ZR4R346YW91437224","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.65","-$3.56","$18.09","3138640",""
"1ZR4R346YW91438545","Feb 09, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.34","-$3.55","$18.79","3138505",""
"1ZR4R346YW91457766","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.48","-$3.73","$18.75","3138927",""
"1ZR4R346YW91481515","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.90","-$3.67","$19.23","3138634",""
"1ZR4R346YW91484101","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.74","-$3.55","$14.19","3138761",""
"1ZR4R346YW91488474","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.48","-$3.73","$18.75","3138893",""
"1ZR4R346YW91498605","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.84","-$3.56","$14.28","3138654",""
"1ZR4R346YW91571178","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.64","-$3.13","$12.51","3138906",""
"1ZR4R346YW91583192","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.33","-$3.27","$13.06","3138656",""
"1ZR4R346YW91590200","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.65","-$3.56","$18.09","3138587",""
"1ZR4R346YW91669117","Feb 10, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.48","-$3.73","$18.75","3138576",""
"1ZR4R346YW91671999","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.30","-$3.67","$14.63","3138823",""
"1ZR4R346YW91681504","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$24.53","-$4.14","$20.39","3138635",""
"1ZR4R346YW91714059","Feb 16, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.64","-$3.13","$12.51","3139014",""
"1ZR4R346YW91760928","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.30","-$3.67","$14.63","3138680",""
"1ZR4R346YW91812989","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.48","-$3.73","$18.75","3138748",""
"1ZR4R346YW91832583","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.72","-$3.42","$18.30","3138659",""
"1ZR4R346YW91832752","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.74","-$3.55","$14.19","3138928",""
"1ZR4R346YW91844043","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.84","-$3.56","$14.28","3138624",""
"1ZR4R346YW91851900","Feb 18, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$12.80","-$2.56","$10.24","3139170",""
"1ZR4R346YW91859279","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.33","-$3.27","$13.06","3138708",""
"1ZR4R346YW91927132","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138616",""
"1ZR4R346YW91938693","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.89","-$3.18","$12.71","3138762",""
"1ZR4R346YW91983803","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.48","-$3.73","$18.75","3138919",""
"1ZR4R346YW92026952","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.48","-$3.73","$18.75","3138955",""
"1ZR4R346YW92038903","Feb 09, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.84","-$3.56","$14.28","3138507",""
"1ZR4R346YW92060549","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.33","-$3.27","$13.06","3138957",""
"1ZR4R346YW92063215","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.71","-$4.14","$16.57","3138642",""
"1ZR4R346YW92080170","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.33","-$3.27","$13.06","3138663",""
"1ZR4R346YW92084676","Feb 10, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$23.27","-$3.73","$19.54","3138566",""
"1ZR4R346YW92092265","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.30","-$3.67","$14.63","3138699",""
"1ZR4R346YW92149696","Feb 16, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.15","-$3.27","$16.88","3138966",""
"1ZR4R346YW92155045","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$24.53","-$4.14","$20.39","3138785",""
"1ZR4R346YW92159443","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.74","-$3.55","$14.19","3138902",""
"1ZR4R346YW92212518","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.30","-$3.67","$14.63","3138778",""
"1ZR4R346YW92228225","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.33","-$3.27","$13.06","3138901",""
"1ZR4R346YW92278716","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138942",""
"1ZR4R346YW92323265","Feb 16, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.69","-$3.02","$16.67","3137793",""
"1ZR4R346YW92328019","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.71","-$4.14","$16.57","3138961",""
"1ZR4R346YW92399854","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.89","-$3.18","$12.71","3138899",""
"1ZR4R346YW92412847","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.71","-$4.14","$16.57","3138723",""
"1ZR4R346YW92442627","Feb 10, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.64","-$3.13","$12.51","3138549",""
"1ZR4R346YW92444527","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138713",""
"1ZR4R346YW92446703","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.89","-$3.18","$12.71","3138880",""
"1ZR4R346YW92479124","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.09","-$3.02","$12.07","3138886",""
"1ZR4R346YW92479866","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.74","-$3.55","$14.19","3138638",""
"1ZR4R346YW92543054","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138777",""
"1ZR4R346YW92545294","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.48","-$3.73","$18.75","3138882",""
"1ZR4R346YW92552508","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.11","-$3.67","$18.44","3138846",""
"1ZR4R346YW92554659","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.77","-$3.36","$13.41","3138717",""
"1ZR4R346YW92580906","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.76","-$2.64","$15.12","3138954",""
"1ZR4R346YW92583583","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138924",""
"1ZR4R346YW92633626","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138687",""
"1ZR4R346YW92641804","Feb 09, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$25.31","-$4.14","$21.17","3138408",""
"1ZR4R346YW92661980","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.33","-$3.27","$13.06","3138581",""
"1ZR4R346YW92690154","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138753",""
"1ZR4R346YW92707556","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.15","-$3.27","$16.88","3138665",""
"1ZR4R346YW92709081","Feb 16, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3139042",""
"1ZR4R346YW92718348","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138930",""
"1ZR4R346YW92722913","Feb 09, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.77","-$3.36","$13.41","3138501",""
"1ZR4R346YW92727696","Feb 10, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.48","-$3.73","$18.75","3138573",""
"1ZR4R346YW92737247","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.77","-$3.36","$13.41","3138894",""
"1ZR4R346YW92786319","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.71","-$4.14","$16.57","3138684",""
"1ZR4R346YW92814369","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.30","-$3.67","$14.63","3138598",""
"1ZR4R346YW92846325","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.33","-$3.27","$13.06","3138775",""
"1ZR4R346YW92861264","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.33","-$3.27","$13.06","3138613",""
"1ZR4R346YW92863431","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.15","-$3.27","$16.88","3138896",""
"1ZR4R346YW92878532","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138935",""
"1ZR4R346YW92889897","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138586",""
"1ZR4R346YW92892098","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.74","-$3.55","$14.19","3138625",""
"1ZR4R346YW92915616","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.33","-$3.27","$13.06","3138903",""
"1ZR4R346YW92952031","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.93","-$3.27","$17.66","3138599",""
"1ZR4R346YW92976882","Feb 10, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.74","-$3.55","$14.19","3138568",""
"1ZR4R346YW92993872","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.07","-$3.41","$13.66","3138694",""
"1ZR4R346YW92997065","Feb 16, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.09","-$3.02","$12.07","3138996",""
"1ZR4R346YW93013106","Feb 10, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.55","-$3.55","$18.00","3138574",""
"1ZR4R346YW93083835","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.89","-$3.41","$17.48","3138682",""
"1ZR4R346YW93090756","Feb 09, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.71","-$4.14","$16.57","3138483",""
"1ZR4R346YW93102788","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138701",""
"1ZR4R346YW93161438","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138395",""
"1ZR4R346YW93199167","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.74","-$3.55","$14.19","3138752",""
"1ZR4R346YW93220749","Feb 10, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.30","-$2.91","$15.39","3138569",""
"1ZR4R346YW93226243","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.33","-$3.27","$13.06","3138725",""
"1ZR4R346YW93291726","Feb 10, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.77","-$3.36","$13.41","3138565",""
"1ZR4R346YW93314184","Feb 17, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.48","-$2.91","$11.57","3139065",""
"1ZR4R346YW93347710","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.33","-$3.27","$13.06","3138685",""
"1ZR4R346YW93389792","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138745",""
"1ZR4R346YW93400821","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.77","-$3.36","$13.41","3138597",""
"1ZR4R346YW93421648","Feb 16, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.18","-$2.83","$11.35","3139024",""
"1ZR4R346YW93448441","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.48","-$3.73","$18.75","3138646",""
"1ZR4R346YW93455951","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.74","-$3.55","$14.19","3138706",""
"1ZR4R346YW93496005","Feb 10, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.45","-$3.13","$16.32","3138534",""
"1ZR4R346YW93527883","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.89","-$3.18","$12.71","3138765",""
"1ZR4R346YW93553381","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.93","-$3.27","$17.66","3138914",""
"1ZR4R346YW93561078","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.93","-$3.42","$17.51","3138631",""
"1ZR4R346YW93575670","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138768",""
"1ZR4R346YW93597012","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.18","-$2.92","$16.26","3138695",""
"1ZR4R346YW93599645","Feb 10, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.90","-$3.02","$15.88","3138554",""
"1ZR4R346YW93607340","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138675",""
"1ZR4R346YW93633660","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.77","-$3.36","$13.41","3138714",""
"1ZR4R346YW93645362","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.30","-$3.67","$14.63","3138744",""
"1ZR4R346YW93647575","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138952",""
"1ZR4R346YW93660998","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.07","-$3.41","$13.66","3138618",""
"1ZR4R346YW93662316","Feb 01, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.41","-$3.12","$16.29","3137755",""
"1ZR4R346YW93708339","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.48","-$2.91","$11.57","3138885",""
"1ZR4R346YW93749545","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.40","-$2.92","$15.48","3138707",""
"1ZR4R346YW93756573","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.72","-$3.42","$18.30","3138702",""
"1ZR4R346YW93762235","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.84","-$3.56","$14.28","3138626",""
"1ZR4R346YW93769925","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138609",""
"1ZR4R346YW93791829","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.96","-$3.83","$19.13","3138727",""
"1ZR4R346YW93824623","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.30","-$3.67","$14.63","3138947",""
"1ZR4R346YW93828281","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.14","-$3.83","$15.31","3138864",""
"1ZR4R346YW93842943","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138620",""
"1ZR4R346YW93853913","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138716",""
"1ZR4R346YW93877282","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138630",""
"1ZR4R346YW93878558","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.08","-$2.91","$16.17","3138939",""
"1ZR4R346YW93888681","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.48","-$2.91","$11.57","3138960",""
"1ZR4R346YW93898376","Feb 14, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138661",""
"1ZR4R346YW93920457","Feb 11, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.59","-$3.36","$17.23","3138621",""
"1ZR4R346YW93950273","Feb 15, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.48","-$3.73","$18.75","3138888",""
