"Tracking Number","Transaction Date","Type","System","Service Code","Published Charge","Incentive Charge","Net Charge","Ref No 1","Ref No 2"
"1ZR4R346YW91625002","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138104",""
"1ZR4R346YW91646221","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.55","-$3.55","$18.00","3138394",""
"1ZR4R346YW91649997","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$24.53","-$4.14","$20.39","3138348",""
"1ZR4R346YW91669564","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.71","-$4.14","$16.57","3138332",""
"1ZR4R346YW91679295","Jan 31, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.45","-$2.90","$11.55","3137558",""
"1ZR4R346YW91750519","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.30","-$3.67","$14.63","3138312",""
"1ZR4R346YW91767798","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.30","-$3.67","$14.63","3138192",""
"1ZR4R346YW91778928","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.30","-$3.67","$14.63","3138288",""
"1ZR4R346YW91783654","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.18","-$2.83","$11.35","3138391",""
"1ZR4R346YW91810507","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.71","-$4.14","$16.57","3138311",""
"1ZR4R346YW91907412","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.07","-$3.41","$13.66","3138357",""
"1ZR4R346YW91970808","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138068",""
"1ZR4R346YW91974573","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138111",""
"1ZR4R346YW91975287","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.84","-$3.56","$14.28","3138242",""
"1ZR4R346YW91985936","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.30","-$3.67","$14.63","3138137",""
"1ZR4R346YW91986864","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.80","-$3.55","$14.25","3137855",""
"1ZR4R346YW92010978","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.59","-$3.36","$17.23","3138080",""
"1ZR4R346YW92012654","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138038",""
"1ZR4R346YW92079842","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.66","-$4.13","$16.53","3137968",""
"1ZR4R346YW92081580","Feb 09, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.68","-$3.41","$18.27","3138403",""
"1ZR4R346YW92097126","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.71","-$4.14","$16.57","3138319",""
"1ZR4R346YW92102673","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.66","-$4.13","$16.53","3137873",""
"1ZR4R346YW92155250","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$24.53","-$4.14","$20.39","3138152",""
"1ZR4R346YW92201057","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138193",""
"1ZR4R346YW92204241","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.93","-$3.42","$17.51","3138040",""
"1ZR4R346YW92214301","Feb 01, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.05","-$3.01","$12.04","3137745",""
"1ZR4R346YW92217022","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.77","-$3.36","$13.41","3138191",""
"1ZR4R346YW92270214","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.54","-$3.35","$17.19","3137971",""
"1ZR4R346YW92274345","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.74","-$2.82","$15.92","3137852",""
"1ZR4R346YW92299800","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$2.90","$15.36","3137881",""
"1ZR4R346YW92305696","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.10","-$3.82","$15.28","3137869",""
"1ZR4R346YW92310439","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138045",""
"1ZR4R346YW92323881","Jan 31, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3137652",""
"1ZR4R346YW92382406","Feb 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.45","-$2.90","$11.55","3138023",""
"1ZR4R346YW92383496","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.80","-$3.55","$14.25","3137845",""
"1ZR4R346YW92394144","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.14","-$3.83","$15.31","3138321",""
"1ZR4R346YW92399265","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3137967",""
"1ZR4R346YW92451386","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138337",""
"1ZR4R346YW92453339","Jan 31, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.06","-$3.66","$18.40","3137550",""
"1ZR4R346YW92459431","Feb 01, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.70","-$3.54","$14.16","3137789",""
"1ZR4R346YW92472774","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.71","-$4.14","$16.57","3138099",""
"1ZR4R346YW92484681","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.80","-$3.55","$14.25","3137849",""
"1ZR4R346YW92516379","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138072",""
"1ZR4R346YW92533047","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.71","-$4.14","$16.57","3138380",""
"1ZR4R346YW92536553","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.71","-$4.14","$16.57","3138327",""
"1ZR4R346YW92542420","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.60","-$3.12","$12.48","3137951",""
"1ZR4R346YW92554711","Feb 01, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.66","-$4.13","$16.53","3137791",""
"1ZR4R346YW92591912","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138127",""
"1ZR4R346YW92600634","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.93","-$3.42","$17.51","3138055",""
"1ZR4R346YW92615477","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.84","-$2.65","$15.19","3138134",""
"1ZR4R346YW92670078","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.11","-$3.67","$18.44","3138304",""
"1ZR4R346YW92671522","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.80","-$3.55","$14.25","3137841",""
"1ZR4R346YW92685482","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.55","-$3.55","$18.00","3138030",""
"1ZR4R346YW92688649","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138194",""
"1ZR4R346YW92708813","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.93","-$3.42","$17.51","3138067",""
"1ZR4R346YW92709741","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.11","-$3.67","$18.44","3138136",""
"1ZR4R346YW92719758","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138079",""
"1ZR4R346YW92725590","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.93","-$3.42","$17.51","3138107",""
"1ZR4R346YW92764762","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138074",""
"1ZR4R346YW92777641","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$23.69","-$3.82","$19.87","3137885",""
"1ZR4R346YW92779078","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.84","-$3.56","$14.28","3138243",""
"1ZR4R346YW92817866","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.48","-$3.73","$18.75","3138141",""
"1ZR4R346YW92836489","Feb 09, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.71","-$4.14","$16.57","3138448",""
"1ZR4R346YW92839146","Jan 25, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.47","-$3.09","$12.38","3137236",""
"1ZR4R346YW92855226","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.74","-$3.55","$14.19","3138046",""
"1ZR4R346YW92906475","Feb 09, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138480",""
"1ZR4R346YW92939501","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.37","-$3.06","$12.31","3138239",""
"1ZR4R346YW92983365","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.77","-$3.36","$13.41","3138050",""
"1ZR4R346YW92995763","Feb 09, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.14","-$3.83","$15.31","3138487",""
"1ZR4R346YW93019511","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.84","-$3.56","$14.28","3138227",""
"1ZR4R346YW93042254","Jan 31, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.10","-$3.26","$16.84","3137651",""
"1ZR4R346YW93085600","Feb 01, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3137799",""
"1ZR4R346YW93112393","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.60","-$3.12","$12.48","3137886",""
"1ZR4R346YW93193314","Feb 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3138003",""
"1ZR4R346YW93198748","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.66","-$4.13","$16.53","3137927",""
"1ZR4R346YW93207451","Feb 01, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.89","-$3.26","$17.63","3137815",""
"1ZR4R346YW93251359","Feb 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.10","-$3.26","$16.84","3137976",""
"1ZR4R346YW93251626","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.34","-$3.55","$18.79","3138100",""
"1ZR4R346YW93262525","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138125",""
"1ZR4R346YW93306166","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$3.66","$14.60","3137919",""
"1ZR4R346YW93315441","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.05","-$3.01","$12.04","3137943",""
"1ZR4R346YW93324477","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.30","-$3.26","$13.04","3137854",""
"1ZR4R346YW93330586","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138070",""
"1ZR4R346YW93338113","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.55","-$3.55","$18.00","3138178",""
"1ZR4R346YW93365558","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.33","-$3.27","$13.06","3138204",""
"1ZR4R346YW93404014","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$3.66","$14.60","3137900",""
"1ZR4R346YW93425886","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.67","-$3.73","$14.94","3138187",""
"1ZR4R346YW93460918","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.33","-$3.06","$12.27","3137842",""
"1ZR4R346YW93485713","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.55","-$3.55","$18.00","3138087",""
"1ZR4R346YW93519203","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.90","-$3.67","$19.23","3138180",""
"1ZR4R346YW93533769","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.45","-$2.90","$11.55","3137830",""
"1ZR4R346YW93534482","Feb 01, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.04","-$3.41","$13.63","3137808",""
"1ZR4R346YW93576562","Jan 31, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$3.66","$14.60","3137547",""
"1ZR4R346YW93589174","Feb 08, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.96","-$3.83","$19.13","3138336",""
"1ZR4R346YW93656896","Feb 01, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.70","-$3.54","$14.16","3137761",""
"1ZR4R346YW93673019","Jan 31, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.70","-$3.54","$14.16","3137515",""
"1ZR4R346YW93673019","Jan 31, 2022","Adjustments & Other Charges","Shipping Charge Corrections","UPS SurePost - 1 LB or Greater","$9.73","$1.95","$11.68","3137515",""
"1ZR4R346YW93673322","Feb 01, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.06","-$3.66","$18.40","3137787",""
"1ZR4R346YW93705083","Feb 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.67","-$3.17","$16.50","3137995",""
"1ZR4R346YW93724311","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.14","-$3.83","$15.31","3138210",""
"1ZR4R346YW93742953","Feb 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$3.66","$14.60","3137863",""
"1ZR4R346YW93828585","Jan 31, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.10","-$3.82","$15.28","3137621",""
"1ZR4R346YW93835684","Feb 07, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.12","-$3.42","$13.70","3138130",""
"1ZR4R346YW93885308","Feb 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3138000",""
