"Tracking Number","Transaction Date","Type","System","Service Code","Published Charge","Incentive Charge","Net Charge","Ref No 1","Ref No 2"
"1ZR4R346YW90514286","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.94","-$3.19","$12.75","3135241",""
"1ZR4R346YW90517998","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.26","-$3.14","$17.12","3135221",""
"1ZR4R346YW90518979","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.54","-$3.51","$14.03","3135204",""
"1ZR4R346YW90528995","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.40","-$3.72","$18.68","3135709",""
"1ZR4R346YW90531650","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.48","-$4.10","$16.38","3135267",""
"1ZR4R346YW90532622","Jan 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.84","-$3.40","$17.44","3135766",""
"1ZR4R346YW90583247","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.93","-$3.79","$15.14","3135272",""
"1ZR4R346YW90589803","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.81","-$3.40","$17.41","3135427",""
"1ZR4R346YW90597410","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$24.47","-$4.13","$20.34","3135401",""
"1ZR4R346YW90599945","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.46","-$3.69","$14.77","3135244",""
"1ZR4R346YW90606374","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.70","-$3.54","$14.16","3135380",""
"1ZR4R346YW90612616","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.70","-$3.54","$14.16","3135330",""
"1ZR4R346YW90617693","Jan 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$3.66","$14.60","3135811",""
"1ZR4R346YW90623426","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.14","-$2.91","$16.23","3135466",""
"1ZR4R346YW90629199","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.54","-$3.51","$14.03","3134973",""
"1ZR4R346YW90641424","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.46","-$3.69","$14.77","3135012",""
"1ZR4R346YW90651968","Jan 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.59","-$3.72","$14.87","3135804",""
"1ZR4R346YW90676272","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.70","-$3.79","$18.91","3135261",""
"1ZR4R346YW90685762","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.61","-$3.53","$14.08","3135400",""
"1ZR4R346YW90686467","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.66","-$4.13","$16.53","3135454",""
"1ZR4R346YW90690783","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.63","-$3.72","$14.91","3135723",""
"1ZR4R346YW90698187","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.85","-$3.37","$13.48","3135185",""
"1ZR4R346YW90709512","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.67","-$3.42","$18.25","3135355",""
"1ZR4R346YW90747847","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.62","-$3.37","$17.25","3135132",""
"1ZR4R346YW90751181","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.04","-$3.41","$13.63","3135417",""
"1ZR4R346YW90761769","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.46","-$3.29","$13.17","3134934",""
"1ZR4R346YW90820589","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.86","-$3.17","$12.69","3135477",""
"1ZR4R346YW90824469","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.85","-$3.37","$13.48","3135205",""
"1ZR4R346YW90826556","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.06","-$3.66","$18.40","3135495",""
"1ZR4R346YW90842369","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.81","-$3.40","$17.41","3135721",""
"1ZR4R346YW90849988","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.59","-$3.72","$14.87","3135627",""
"1ZR4R346YW90877920","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$13.09","-$2.61","$10.48","3135657",""
"1ZR4R346YW90880201","Jan 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.04","-$3.41","$13.63","3135842",""
"1ZR4R346YW90886929","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.54","-$3.51","$14.03","3135240",""
"1ZR4R346YW90926457","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.08","-$3.51","$18.57","3135142",""
"1ZR4R346YW90943616","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.66","-$4.13","$16.53","3135574",""
"1ZR4R346YW90969849","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.85","-$3.17","$12.68","3135588",""
"1ZR4R346YW91035113","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.43","-$3.69","$14.74","3134992",""
"1ZR4R346YW91035793","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.46","-$3.10","$12.36","3135073",""
"1ZR4R346YW91053344","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.46","-$3.69","$14.77","3135033",""
"1ZR4R346YW91074250","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$13.09","-$2.61","$10.48","3135586",""
"1ZR4R346YW91094014","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.59","-$3.72","$14.87","3135436",""
"1ZR4R346YW91106715","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.68","-$3.54","$14.14","3135712",""
"1ZR4R346YW91112048","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.29","-$3.54","$18.75","3135293",""
"1ZR4R346YW91113538","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.46","-$3.69","$14.77","3135034",""
"1ZR4R346YW91125150","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.85","-$3.37","$13.48","3135080",""
"1ZR4R346YW91130402","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.20","-$3.69","$18.51","3135173",""
"1ZR4R346YW91173572","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.68","-$3.54","$14.14","3135450",""
"1ZR4R346YW91180368","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.43","-$3.69","$14.74","3135091",""
"1ZR4R346YW91188173","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.63","-$3.72","$14.91","3135336",""
"1ZR4R346YW91195085","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.81","-$3.40","$17.41","3135673",""
"1ZR4R346YW91205448","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.59","-$3.72","$14.87","3135411",""
"1ZR4R346YW91209159","Jan 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.04","-$3.41","$13.63","3135785",""
"1ZR4R346YW91210674","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.08","-$3.51","$18.57","3135011",""
"1ZR4R346YW91223768","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.00","-$3.40","$13.60","3135356",""
"1ZR4R346YW91224794","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.43","-$3.69","$14.74","3135057",""
"1ZR4R346YW91264134","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.46","-$3.69","$14.77","3135243",""
"1ZR4R346YW91281615","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.93","-$3.39","$13.54","3135263",""
"1ZR4R346YW91281919","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.45","-$3.17","$17.28","3135439",""
"1ZR4R346YW91299231","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.43","-$3.69","$14.74","3135242",""
"1ZR4R346YW91307025","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.70","-$3.54","$14.16","3135305",""
"1ZR4R346YW91313554","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.46","-$3.69","$14.77","3134915",""
"1ZR4R346YW91317603","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.66","-$4.13","$16.53","3135577",""
"1ZR4R346YW91318586","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.48","-$3.39","$18.09","3135018",""
"1ZR4R346YW91338868","Jan 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.68","-$3.54","$14.14","3135768",""
"1ZR4R346YW91341621","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3135713",""
"1ZR4R346YW91358506","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.33","-$3.06","$12.27","3135206",""
"1ZR4R346YW91359569","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$3.66","$14.60","3135489",""
"1ZR4R346YW91363018","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.23","-$3.68","$18.55","3135139",""
"1ZR4R346YW91366113","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.93","-$3.79","$15.14","3135186",""
"1ZR4R346YW91368899","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$23.69","-$3.82","$19.87","3135358",""
"1ZR4R346YW91381703","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.09","-$3.51","$18.58","3134940",""
"1ZR4R346YW91430669","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$23.48","-$3.79","$19.69","3135265",""
"1ZR4R346YW91444083","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$23.01","-$3.69","$19.32","3135230",""
"1ZR4R346YW91445331","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.89","-$3.42","$17.47","3135348",""
"1ZR4R346YW91466532","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$3.66","$14.60","3135344",""
"1ZR4R346YW91494449","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.54","-$3.51","$14.03","3134998",""
"1ZR4R346YW91506999","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.85","-$3.37","$13.48","3135175",""
"1ZR4R346YW91512357","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$3.66","$14.60","3135334",""
"1ZR4R346YW91539990","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.04","-$3.41","$13.63","3135413",""
"1ZR4R346YW91545321","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.90","-$2.61","$14.29","3135518",""
"1ZR4R346YW91562777","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.10","-$3.82","$15.28","3135323",""
"1ZR4R346YW91570357","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.46","-$3.69","$14.77","3135247",""
"1ZR4R346YW91591398","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.54","-$3.51","$14.03","3135017",""
"1ZR4R346YW91615595","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3135722",""
"1ZR4R346YW91641780","Jan 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.59","-$3.72","$14.87","3135801",""
"1ZR4R346YW91655551","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3135346",""
"1ZR4R346YW91667155","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.68","-$3.54","$14.14","3135538",""
"1ZR4R346YW91706540","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.59","-$3.72","$14.87","3135465",""
"1ZR4R346YW91708824","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.68","-$3.54","$14.14","3135593",""
"1ZR4R346YW91776859","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3135456",""
"1ZR4R346YW91782593","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.30","-$3.51","$17.79","3135031",""
"1ZR4R346YW91805853","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.00","-$3.40","$13.60","3135406",""
"1ZR4R346YW91809975","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.00","-$3.40","$13.60","3135718",""
"1ZR4R346YW91813880","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.71","-$3.19","$16.52","3135201",""
"1ZR4R346YW91822218","Jan 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.06","-$3.66","$18.40","3135835",""
"1ZR4R346YW91825019","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.63","-$3.72","$14.91","3135715",""
"1ZR4R346YW91845640","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.20","-$3.69","$18.51","3135024",""
"1ZR4R346YW91846603","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.70","-$3.54","$14.16","3135332",""
"1ZR4R346YW91846792","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.59","-$3.72","$14.87","3135624",""
"1ZR4R346YW91868929","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.90","-$3.82","$19.08","3135342",""
"1ZR4R346YW91916448","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.63","-$3.72","$14.91","3135461",""
"1ZR4R346YW91942348","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.46","-$3.29","$13.17","732672",""
"1ZR4R346YW91946086","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$3.66","$14.60","3135370",""
"1ZR4R346YW91996166","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.00","-$3.40","$13.60","3135531",""
"1ZR4R346YW92002290","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.86","-$3.17","$12.69","3135399",""
"1ZR4R346YW92015535","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.67","-$3.42","$18.25","3135391",""
"1ZR4R346YW92017542","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.63","-$3.72","$14.91","3135431",""
"1ZR4R346YW92021948","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.66","-$4.13","$16.53","3135338",""
"1ZR4R346YW92044003","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.00","-$3.40","$13.60","3135440",""
"1ZR4R346YW92066749","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.20","-$3.69","$18.51","3135082",""
"1ZR4R346YW92067837","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.53","-$3.51","$14.02","3135026",""
"1ZR4R346YW92071831","Jan 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.63","-$3.41","$18.22","3135759",""
"1ZR4R346YW92087075","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.53","-$3.51","$14.02","3135140",""
"1ZR4R346YW92090632","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3135464",""
"1ZR4R346YW92094245","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.50","-$3.54","$17.96","3135416",""
"1ZR4R346YW92123472","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.54","-$3.51","$14.03","3134987",""
"1ZR4R346YW92150915","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.81","-$3.40","$17.41","3135383",""
"1ZR4R346YW92154224","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.72","-$3.14","$12.58","3135259",""
"1ZR4R346YW92170171","Jan 05, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$3.66","$14.60","3135914",""
"1ZR4R346YW92170528","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.09","-$3.51","$18.58","3135172",""
"1ZR4R346YW92175309","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.00","-$3.40","$13.60","3135666",""
"1ZR4R346YW92192675","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.00","-$3.40","$13.60","3135498",""
"1ZR4R346YW92204410","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.43","-$3.69","$14.74","3135170",""
"1ZR4R346YW92220965","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.63","-$3.72","$14.91","3135726",""
"1ZR4R346YW92252234","Jan 05, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3135886",""
"1ZR4R346YW92275344","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3135390",""
"1ZR4R346YW92320268","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$3.66","$14.60","3135284",""
"1ZR4R346YW92335412","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.53","-$3.51","$14.02","3135225",""
"1ZR4R346YW92352528","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3135433",""
"1ZR4R346YW92365167","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.54","-$3.51","$14.03","3135189",""
"1ZR4R346YW92395545","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.54","-$3.51","$14.03","3135168",""
"1ZR4R346YW92398819","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.08","-$3.42","$13.66","3135468",""
"1ZR4R346YW92401402","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.43","-$3.69","$14.74","3135222",""
"1ZR4R346YW92406694","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.70","-$3.54","$14.16","3135694",""
"1ZR4R346YW92466889","Jan 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.66","-$4.13","$16.53","3135817",""
"1ZR4R346YW92497453","Dec 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.43","-$3.69","$14.74","3135258",""
"1ZR4R346YW92532066","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.46","-$3.29","$13.17","3132375",""
"1ZR4R346YW92551143","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.46","-$3.69","$14.77","3134917",""
"1ZR4R346YW92569830","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$13.09","-$2.61","$10.48","3135520",""
"1ZR4R346YW92585278","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.54","-$3.51","$14.03","3134953",""
"1ZR4R346YW92599745","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.80","-$2.64","$15.16","3135680",""
"1ZR4R346YW92601231","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.66","-$4.13","$16.53","3135476",""
"1ZR4R346YW92628874","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.20","-$3.69","$18.51","3135127",""
"1ZR4R346YW92632421","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.00","-$3.40","$13.60","3135422",""
"1ZR4R346YW92692661","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.81","-$3.40","$17.41","3135311",""
"1ZR4R346YW92693080","Dec 28, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.85","-$3.37","$13.48","3135124",""
"1ZR4R346YW92697111","Jan 03, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.00","-$3.40","$13.60","3135555",""
"1ZR4R346YW92747852","Jan 04, 2022","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.30","-$2.90","$15.40","3135769",""
