"Tracking Number","Transaction Date","Type","System","Service Code","Published Charge","Incentive Charge","Net Charge","Ref No 1","Ref No 2"
"1ZR4R346YW90818145","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134190",""
"1ZR4R346YW90906666","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134228",""
"1ZR4R346YW90921685","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.99","-$3.87","$18.12","3134676",""
"1ZR4R346YW90922924","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.23","-$3.33","$15.90","3134127",""
"1ZR4R346YW90935787","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.93","-$3.59","$14.34","3134277",""
"1ZR4R346YW91009133","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134013",""
"1ZR4R346YW91046405","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134029",""
"1ZR4R346YW91107778","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3134301",""
"1ZR4R346YW91119738","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.99","-$3.01","$11.98","3134052",""
"1ZR4R346YW91165269","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.41","-$3.43","$16.98","3134353",""
"1ZR4R346YW91309532","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.90","-$3.46","$16.44","3133921",""
"1ZR4R346YW91351692","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.26","-$3.01","$15.25","3134290",""
"1ZR4R346YW91396993","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132425",""
"1ZR4R346YW91451717","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.69","-$2.89","$14.80","3134469",""
"1ZR4R346YW91484996","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.28","-$3.20","$16.08","3134404",""
"1ZR4R346YW91491308","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134399",""
"1ZR4R346YW91500575","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3134667",""
"1ZR4R346YW91505098","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.09","-$3.30","$15.79","3134188",""
"1ZR4R346YW91588400","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.54","-$2.92","$11.62","732663",""
"1ZR4R346YW91590255","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3134359",""
"1ZR4R346YW91657353","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134386",""
"1ZR4R346YW91676654","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3133981",""
"1ZR4R346YW91687366","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134135",""
"1ZR4R346YW91702900","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.93","-$3.59","$14.34","3134225",""
"1ZR4R346YW91704113","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$13.88","-$2.79","$11.09","3134795",""
"1ZR4R346YW91720346","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134264",""
"1ZR4R346YW91724897","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.18","-$2.97","$15.21","3134832",""
"1ZR4R346YW91770739","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.01","-$3.20","$12.81","3134209",""
"1ZR4R346YW91773549","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.75","-$3.43","$16.32","3134712",""
"1ZR4R346YW91835633","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134245",""
"1ZR4R346YW91905807","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.33","-$3.21","$16.12","3134254",""
"1ZR4R346YW91913923","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134395",""
"1ZR4R346YW91921852","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.33","-$3.21","$16.12","3134241",""
"1ZR4R346YW91943025","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.54","-$2.92","$11.62","3134502",""
"1ZR4R346YW91950857","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.47","-$3.10","$12.37","3133947",""
"1ZR4R346YW91996193","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3134186",""
"1ZR4R346YW92006107","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134066",""
"1ZR4R346YW92041159","Dec 13, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3133840",""
"1ZR4R346YW92050247","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3134451",""
"1ZR4R346YW92054510","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.09","-$3.30","$15.79","3134179",""
"1ZR4R346YW92065580","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134259",""
"1ZR4R346YW92151370","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134260",""
"1ZR4R346YW92154751","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134263",""
"1ZR4R346YW92183863","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.99","-$3.87","$18.12","3134775",""
"1ZR4R346YW92212812","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.47","-$3.10","$12.37","3133990",""
"1ZR4R346YW92236216","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.75","-$3.43","$16.32","3134372",""
"1ZR4R346YW92245984","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134342",""
"1ZR4R346YW92285039","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.54","-$3.59","$16.95","3134150",""
"1ZR4R346YW92354151","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.44","-$3.16","$15.28","3134796",""
"1ZR4R346YW92439015","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134086",""
"1ZR4R346YW92454203","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","732661",""
"1ZR4R346YW92535821","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.33","-$3.21","$16.12","732669",""
"1ZR4R346YW92645971","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.54","-$3.59","$16.95","3134390",""
"1ZR4R346YW92710284","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3134195",""
"1ZR4R346YW92758297","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.42","-$2.89","$11.53","3134494",""
"1ZR4R346YW92811415","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134115",""
"1ZR4R346YW92925776","Dec 13, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3133832",""
"1ZR4R346YW92947298","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134204",""
"1ZR4R346YW92973901","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.75","-$3.43","$16.32","3134681",""
"1ZR4R346YW93041120","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.76","-$3.50","$17.26","3134196",""
"1ZR4R346YW93063839","Dec 13, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.99","-$3.87","$18.12","3133729",""
"1ZR4R346YW93100468","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.03","-$2.89","$14.14","3134094",""
"1ZR4R346YW93144822","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.41","-$3.43","$16.98","3134369",""
"1ZR4R346YW93168708","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3134287",""
"1ZR4R346YW93170017","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3134261",""
"1ZR4R346YW93191085","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3125256",""
"1ZR4R346YW93199327","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134269",""
"1ZR4R346YW93239702","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.47","-$3.10","$12.37","3134475",""
"1ZR4R346YW93250476","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134201",""
"1ZR4R346YW93275664","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3133982",""
"1ZR4R346YW93305210","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3134131",""
"1ZR4R346YW93317403","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.76","-$3.50","$17.26","3134142",""
"1ZR4R346YW93352026","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134116",""
"1ZR4R346YW93361445","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134244",""
"1ZR4R346YW93373110","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.76","-$3.30","$16.46","3134305",""
"1ZR4R346YW93421737","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.01","-$3.20","$12.81","3134708",""
"1ZR4R346YW93466949","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134389",""
"1ZR4R346YW93477106","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.10","-$3.16","$15.94","3134308",""
"1ZR4R346YW93560006","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3134267",""
"1ZR4R346YW93560597","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3134270",""
"1ZR4R346YW93570684","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.54","-$3.59","$16.95","3134238",""
"1ZR4R346YW93609571","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.93","-$3.59","$14.34","3134278",""
"1ZR4R346YW93616509","Dec 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.01","-$3.20","$12.81","3134816",""
"1ZR4R346YW93686354","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3134134",""
"1ZR4R346YW93733178","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3134194",""
"1ZR4R346YW93736031","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.75","-$3.43","$16.32","3134364",""
"1ZR4R346YW93841168","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.54","-$3.59","$16.95","3134084",""
"1ZR4R346YW93844727","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134063",""
"1ZR4R346YW93939330","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3134032",""
"1ZR4R346YW93957614","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.59","-$3.01","$14.58","3132475",""
"1ZR4R346YW93959470","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3134048",""
"1ZR4R346YW93962608","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.93","-$3.59","$14.34","3134498",""
"1ZR4R346YW93996180","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3134402",""
"1ZR4R346YW94023648","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.20","-$3.59","$17.61","3134248",""
"1ZR4R346YW94112640","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3134078",""
"1ZR4R346YW94136295","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.90","-$3.46","$16.44","3133994",""
"1ZR4R346YW94173567","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134180",""
"1ZR4R346YW94186384","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.99","-$3.87","$18.12","3134489",""
"1ZR4R346YW94211533","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3134418",""
"1ZR4R346YW94219259","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3134164",""
"1ZR4R346YW94220934","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.23","-$3.33","$15.90","3134297",""
"1ZR4R346YW94228678","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.42","-$2.89","$11.53","3134303",""
"1ZR4R346YW94240494","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.54","-$3.59","$16.95","3134680",""
"1ZR4R346YW94288612","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.41","-$3.43","$16.98","3134500",""
"1ZR4R346YW94299762","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134262",""
"1ZR4R346YW94313898","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3134405",""
"1ZR4R346YW94338595","Dec 13, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.93","-$3.59","$14.34","3133754",""
"1ZR4R346YW94397521","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3134210",""
"1ZR4R346YW94403273","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.75","-$3.10","$15.65","3134433",""
"1ZR4R346YW94414074","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3134197",""
"1ZR4R346YW94439066","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.59","-$3.01","$14.58","3134306",""
"1ZR4R346YW94470067","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.03","-$2.89","$14.14","3134717",""
"1ZR4R346YW94472163","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134291",""
"1ZR4R346YW94491606","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.75","-$3.43","$16.32","3134182",""
"1ZR4R346YW94520717","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134284",""
"1ZR4R346YW94521869","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.54","-$2.92","$11.62","3133986",""
"1ZR4R346YW94525847","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3134361",""
"1ZR4R346YW94537665","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.59","-$3.01","$14.58","3134446",""
"1ZR4R346YW94539243","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3134239",""
"1ZR4R346YW94545432","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","732660",""
"1ZR4R346YW94562691","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.28","-$3.20","$16.08","3134678",""
"1ZR4R346YW94577621","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.42","-$2.89","$11.53","3134762",""
"1ZR4R346YW94583150","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134292",""
"1ZR4R346YW94590320","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.42","-$2.89","$11.53","3134556",""
"1ZR4R346YW94602790","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3134341",""
"1ZR4R346YW94635728","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134309",""
"1ZR4R346YW94636058","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.47","-$3.10","$12.37","3134310",""
"1ZR4R346YW94645182","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3134140",""
"1ZR4R346YW94694432","Dec 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3133963",""
"1ZR4R346YW94711887","Dec 21, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$13.88","-$2.79","$11.09","3134663",""
"1ZR4R346YW94743816","Dec 16, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134253",""
"1ZR4R346YW94753823","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.99","-$3.87","$18.12","3134148",""
"1ZR4R346YW94781221","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.01","-$3.20","$12.81","3134439",""
"1ZR4R346YW94874505","Dec 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.90","-$3.46","$16.44","3134183",""
"1ZR4R346YW94942413","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$13.48","-$2.70","$10.78","3134587",""
"1ZR4R346YW95021808","Dec 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3134375",""
"1ZR4R346YW95027268","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.23","-$3.33","$15.90","3134631",""
"1ZR4R346YW95032707","Dec 23, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$12.23","-$2.44","$9.79","3134897",""
"1ZR4R346YW95035795","Dec 20, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3134615",""
