Tracking Number,Transaction Date,Service Code,Published Charge,Incentive Charge,Net Charge,Ref No 1,Billed Weight,Package Quantity,Zone,Receiver City,Receiver State,Receiver Postal,Detail Keyed Dim,Total Cost,Adjustment
1ZR4R346YW99370111,2022-03-01,UPS SurePost - 1 LB or Greater,21.03,-3.28,17.75,3140109,4.0,1,5.0,lone oak,TX,75453,14.0x 14.0x  4.0,17.75,0.0
1ZR4R346YW98483064,2022-03-01,UPS SurePost - 1 LB or Greater,19.54,-3.15,16.39,3140112,2.0,1,7.0,Canton,CT,06019,14.0x  8.0x  4.0,16.39,0.0
1ZR4R346YW99839697,2022-03-01,UPS SurePost - 1 LB or Greater,15.15,-3.03,12.12,3140200,2.0,1,6.0,Lansing,MI,48912,14.0x  8.0x  4.0,12.120000000000001,0.0
1ZR4R346YW97869631,2022-03-01,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3140188,6.0,1,5.0,Spokane Valley,WA,99216,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW98822410,2022-03-01,UPS SurePost - 1 LB or Greater,18.75,-3.74,15.01,3140193,6.0,1,7.0,Neptune Beach,FL,32266,15.0x 15.0x  6.0,15.01,0.0
1ZR4R346YW98259799,2022-03-01,UPS SurePost - 1 LB or Greater,20.24,-3.28,16.96,3140144,4.0,1,5.0,Hamilton,MT,59840,14.0x 14.0x  4.0,16.96,0.0
1ZR4R346YW99550373,2022-03-01,UPS SurePost - 1 LB or Greater,17.81,-3.56,14.25,3140201,6.0,1,6.0,Lakewood,OH,44107,15.0x 15.0x  6.0,14.25,0.0
1ZR4R346YW99682070,2022-03-01,UPS SurePost - 1 LB or Greater,14.24,-2.84,11.4,3140107,2.0,1,4.0,Ogden,UT,84404,14.0x  8.0x  4.0,11.399999999999999,-0.0
1ZR4R346YW99574384,2022-03-01,UPS SurePost - 1 LB or Greater,17.92,-3.57,14.35,3140152,4.0,1,7.0,Roslyn,NY,11576,14.0x 14.0x  4.0,14.350000000000001,0.0
1ZR4R346YW97773430,2022-03-01,UPS SurePost - 1 LB or Greater,17.92,-3.57,14.35,3140225,4.0,1,7.0,Manchester,CT,06042,14.0x 14.0x  4.0,14.350000000000001,0.0
1ZR4R346YW99313656,2022-03-01,UPS SurePost - 1 LB or Greater,22.44,-3.56,18.88,3140181,6.0,1,6.0,Clarendon,PA,16313,15.0x 15.0x  6.0,18.88,0.0
1ZR4R346YW99964846,2022-03-01,UPS SurePost - 1 LB or Greater,17.92,-3.57,14.35,3140222,4.0,1,7.0,Jupiter,FL,33477,14.0x 14.0x  4.0,14.350000000000001,0.0
1ZR4R346YW98950504,2022-03-01,UPS SurePost - 1 LB or Greater,15.44,-3.08,12.36,3140214,4.0,1,4.0,Riverton,UT,84065,14.0x 14.0x  4.0,12.360000000000001,0.0
1ZR4R346YW98141558,2022-03-01,UPS SurePost - 1 LB or Greater,18.75,-3.74,15.01,3140208,6.0,1,7.0,Baltimore,MD,21207,15.0x 15.0x  6.0,15.01,0.0
1ZR4R346YW98358404,2022-03-01,UPS SurePost - 1 LB or Greater,17.92,-3.57,14.35,3140143,4.0,1,7.0,Palmyra,PA,17078,14.0x 14.0x  4.0,14.350000000000001,0.0
1ZR4R346YW98702488,2022-03-01,UPS SurePost - 1 LB or Greater,20.24,-3.28,16.96,3140217,4.0,1,5.0,Alpine,CA,91901,14.0x 14.0x  4.0,16.96,0.0
1ZR4R346YW98118173,2022-03-01,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3140156,4.0,1,5.0,Wilmette,IL,60091,14.0x 14.0x  4.0,13.13,0.0
1ZR4R346YW92254858,2022-02-28,UPS SurePost - 1 LB or Greater,17.92,-3.57,14.35,3139874,4.0,1,7.0,New Britain,CT,06053,14.0x 14.0x  4.0,14.350000000000001,0.0
1ZR4R346YW94338835,2022-02-28,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3140040,4.0,1,5.0,Burleson,TX,76028,14.0x 14.0x  4.0,13.13,0.0
1ZR4R346YW98921072,2022-02-28,UPS SurePost - 1 LB or Greater,15.71,-3.15,12.56,3139894,2.0,1,7.0,Paramus,NJ,07652,14.0x  8.0x  4.0,12.56,0.0
1ZR4R346YW94613591,2022-02-28,UPS SurePost - 1 LB or Greater,17.92,-3.57,14.35,3139964,4.0,1,7.0,Brooklyn,NY,11217,14.0x 14.0x  4.0,14.350000000000001,0.0
1ZR4R346YW94593005,2022-02-28,UPS SurePost - 1 LB or Greater,16.84,-3.37,13.47,3139961,4.0,1,6.0,Fairport,NY,14450,14.0x 14.0x  4.0,13.469999999999999,-0.0
1ZR4R346YW98959498,2022-02-28,UPS SurePost - 1 LB or Greater,18.38,-3.69,14.69,3139982,9.0,1,5.0,Humble,TX,77346,15.0x 15.0x 10.0,14.69,0.0
1ZR4R346YW94411291,2022-02-28,UPS SurePost - 1 LB or Greater,18.75,-3.74,15.01,3140034,6.0,1,7.0,Baltimore,MD,21213,15.0x 15.0x  6.0,15.01,0.0
1ZR4R346YW94534284,2022-02-28,UPS SurePost - 1 LB or Greater,19.8,-3.19,16.61,3139938,6.0,1,4.0,Prescott,AZ,86305,15.0x 15.0x  6.0,16.61,0.0
1ZR4R346YW92284138,2022-02-28,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3139892,6.0,1,5.0,Elmhurst,IL,60126,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW92255795,2022-02-28,UPS SurePost - 1 LB or Greater,21.47,-3.37,18.1,3140083,4.0,1,6.0,Summerville,GA,30747,14.0x 14.0x  4.0,18.099999999999998,-0.0
1ZR4R346YW98250725,2022-02-28,UPS SurePost - 1 LB or Greater,20.8,-4.16,16.64,3139886,9.0,1,7.0,Fort Myers Beach,FL,33931,15.0x 15.0x 10.0,16.64,0.0
1ZR4R346YW94517178,2022-02-28,UPS SurePost - 1 LB or Greater,17.81,-3.56,14.25,3139918,6.0,1,6.0,Seattle,WA,98122,15.0x 15.0x  6.0,14.25,0.0
1ZR4R346YW92169094,2022-02-28,UPS SurePost - 1 LB or Greater,18.75,-3.74,15.01,3139936,6.0,1,7.0,Bonita Springs,FL,34135,15.0x 15.0x  6.0,15.01,0.0
1ZR4R346YW94444461,2022-02-28,UPS SurePost - 1 LB or Greater,21.65,-3.56,18.09,3139941,6.0,1,6.0,Camano Island,WA,98282,15.0x 15.0x  6.0,18.09,0.0
1ZR4R346YW98238696,2022-02-28,UPS SurePost - 1 LB or Greater,20.33,-3.15,17.18,3139869,2.0,1,7.0,North Stonington,CT,06359,14.0x  8.0x  4.0,17.18,0.0
1ZR4R346YW92222392,2022-02-28,UPS SurePost - 1 LB or Greater,8.2,2.02,10.22,3140009,10.0,1,6.0,Lancaster,NY,14086,15.0x 15.0x  6.0,24.47,14.25
1ZR4R346YW97684750,2022-02-28,UPS SurePost - 1 LB or Greater,17.81,-3.56,14.25,3139968,6.0,1,6.0,Rochester,NY,14609,15.0x 15.0x  6.0,14.25,0.0
1ZR4R346YW94631366,2022-02-28,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3139877,6.0,1,5.0,Joliet,IL,60431,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW92058758,2022-02-28,UPS SurePost - 1 LB or Greater,21.03,-3.44,17.59,3140017,6.0,1,5.0,Fort Madison,IA,52627,15.0x 15.0x  6.0,17.59,0.0
1ZR4R346YW91864718,2022-02-28,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3140030,6.0,1,5.0,Saint Peters,MO,63376,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW99113710,2022-02-28,UPS SurePost - 1 LB or Greater,18.38,-3.69,14.69,3139899,9.0,1,5.0,Kemah,TX,77565,15.0x 15.0x 10.0,14.69,0.0
1ZR4R346YW98124148,2022-02-28,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3139971,6.0,1,5.0,Countryside,IL,60525,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW91904559,2022-02-28,UPS SurePost - 1 LB or Greater,20.59,-3.19,17.4,3139923,6.0,1,4.0,WHEELER,TX,79096,15.0x 15.0x  6.0,17.4,0.0
1ZR4R346YW98126011,2022-02-28,UPS SurePost - 1 LB or Greater,18.38,-3.69,14.69,3140102,9.0,1,5.0,Port Washington,WI,53074,15.0x 15.0x 10.0,14.69,0.0
1ZR4R346YW99078189,2022-02-28,UPS SurePost - 1 LB or Greater,18.38,-3.69,14.69,3140014,9.0,1,5.0,Naperville,IL,60563,15.0x 15.0x 10.0,14.69,0.0
1ZR4R346YW99039097,2022-02-28,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3139984,6.0,1,5.0,Portland,OR,97219,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW95024332,2022-02-28,UPS SurePost - 1 LB or Greater,18.38,-2.92,15.46,3140003,2.0,1,5.0,Alexandria,MN,56308,14.0x  8.0x  4.0,15.46,0.0
1ZR4R346YW94985163,2022-02-28,UPS SurePost - 1 LB or Greater,15.44,-3.08,12.36,3140089,4.0,1,4.0,TUCSON,AZ,85716,14.0x 14.0x  4.0,12.360000000000001,0.0
1ZR4R346YW94955418,2022-02-28,UPS SurePost - 1 LB or Greater,13.29,-2.66,10.63,3139863,6.0,1,2.0,Boulder,CO,80302,15.0x 15.0x  6.0,10.629999999999999,-0.0
1ZR4R346YW98181416,2022-02-28,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3139909,6.0,1,5.0,San Diego,CA,92107,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW98236358,2022-02-28,UPS SurePost - 1 LB or Greater,15.71,-3.15,12.56,3139997,2.0,1,7.0,Binghamton,NY,13904,14.0x  8.0x  4.0,12.56,0.0
1ZR4R346YW98985478,2022-02-28,UPS SurePost - 1 LB or Greater,18.75,-3.74,15.01,3139992,6.0,1,7.0,Lakeland,FL,33809,15.0x 15.0x  6.0,15.01,0.0
1ZR4R346YW94881953,2022-02-28,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3139993,4.0,1,5.0,League City,TX,77573,14.0x 14.0x  4.0,13.13,0.0
1ZR4R346YW92123258,2022-02-28,UPS SurePost - 1 LB or Greater,20.24,-3.28,16.96,3140070,4.0,1,5.0,Detroit Lakes,MN,56501,14.0x 14.0x  4.0,16.96,0.0
1ZR4R346YW94819940,2022-02-28,UPS SurePost - 1 LB or Greater,15.97,-3.19,12.78,3139891,6.0,1,4.0,Lubbock,TX,79424,15.0x 15.0x  6.0,12.78,0.0
1ZR4R346YW94811395,2022-02-28,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3139902,4.0,1,5.0,Valparaiso,IN,46383,14.0x 14.0x  4.0,13.13,0.0
1ZR4R346YW94797741,2022-02-28,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3140098,4.0,1,5.0,Fishers,IN,46037,14.0x 14.0x  4.0,13.13,0.0
1ZR4R346YW94779627,2022-02-28,UPS SurePost - 1 LB or Greater,15.44,-3.08,12.36,3140052,4.0,1,4.0,Orem,UT,84057,14.0x 14.0x  4.0,12.360000000000001,0.0
1ZR4R346YW98189374,2022-02-28,UPS SurePost - 1 LB or Greater,19.54,-3.15,16.39,3140058,2.0,1,7.0,Bath,ME,04530,14.0x  8.0x  4.0,16.39,0.0
1ZR4R346YW98190004,2022-02-28,UPS SurePost - 1 LB or Greater,21.77,-3.43,18.34,3139952,9.0,1,4.0,Monahans,TX,79756,15.0x 15.0x 10.0,18.34,0.0
1ZR4R346YW94139872,2022-02-28,UPS SurePost - 1 LB or Greater,21.03,-3.28,17.75,3140066,4.0,1,5.0,Marengo,IA,52301,14.0x 14.0x  4.0,17.75,0.0
1ZR4R346YW92137823,2022-02-28,UPS SurePost - 1 LB or Greater,16.84,-3.37,13.47,3140075,4.0,1,6.0,Douglasville,GA,30134,14.0x 14.0x  4.0,13.469999999999999,-0.0
1ZR4R346YW93990524,2022-02-28,UPS SurePost - 1 LB or Greater,16.84,-3.37,13.47,3139926,4.0,1,6.0,Panama City Beach,FL,32417,14.0x 14.0x  4.0,13.469999999999999,-0.0
1ZR4R346YW98913278,2022-02-28,UPS SurePost - 1 LB or Greater,14.24,-2.84,11.4,3140042,2.0,1,4.0,Sioux Falls,SD,57110,14.0x  8.0x  4.0,11.399999999999999,-0.0
1ZR4R346YW98632938,2022-02-28,UPS SurePost - 1 LB or Greater,23.06,-3.85,19.21,3139882,9.0,1,6.0,Swartz Creek,MI,48473,15.0x 15.0x 10.0,19.21,0.0
1ZR4R346YW92795603,2022-02-28,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3139960,6.0,1,5.0,Longview,TX,75604,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW93521674,2022-02-28,UPS SurePost - 1 LB or Greater,17.92,-3.57,14.35,3140028,4.0,1,7.0,Mamaroneck,NY,10543,14.0x 14.0x  4.0,14.350000000000001,0.0
1ZR4R346YW92798075,2022-02-28,UPS SurePost - 1 LB or Greater,20.59,-3.19,17.4,3139940,6.0,1,4.0,New Sharon,IA,50207,15.0x 15.0x  6.0,17.4,0.0
1ZR4R346YW98499397,2022-02-28,UPS SurePost - 1 LB or Greater,17.15,-3.43,13.72,3139954,9.0,1,4.0,Salt Lake City,UT,84101,15.0x 15.0x 10.0,13.72,0.0
1ZR4R346YW93478267,2022-02-28,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3140069,4.0,1,5.0,Portland,OR,97230,14.0x 14.0x  4.0,13.13,0.0
1ZR4R346YW98777318,2022-02-28,UPS SurePost - 1 LB or Greater,14.54,-2.92,11.62,3140091,2.0,1,5.0,Culver City,CA,90232,14.0x  8.0x  4.0,11.620000000000001,0.0
1ZR4R346YW92821404,2022-02-28,UPS SurePost - 1 LB or Greater,18.75,-3.74,15.01,3139867,6.0,1,7.0,Ephrata,PA,17522,15.0x 15.0x  6.0,15.01,0.0
1ZR4R346YW98563843,2022-02-28,UPS SurePost - 1 LB or Greater,19.78,-3.03,16.75,3140054,2.0,1,6.0,Ringgold,VA,24586,14.0x  8.0x  4.0,16.75,0.0
1ZR4R346YW98763949,2022-02-28,UPS SurePost - 1 LB or Greater,18.99,-3.03,15.96,3140065,2.0,1,6.0,Gray,GA,31032,14.0x  8.0x  4.0,15.96,0.0
1ZR4R346YW93384340,2022-02-28,UPS SurePost - 1 LB or Greater,21.82,-3.44,18.38,3140021,6.0,1,5.0,Glendale,OR,97442,15.0x 15.0x  6.0,18.38,0.0
1ZR4R346YW92833884,2022-02-28,UPS SurePost - 1 LB or Greater,16.69,-2.57,14.12,3140025,4.0,1,2.0,Cheyenne,WY,82009,14.0x 14.0x  4.0,14.12,0.0
1ZR4R346YW92901612,2022-02-28,UPS SurePost - 1 LB or Greater,15.97,-3.19,12.78,3139957,6.0,1,4.0,Omaha,NE,68022,15.0x 15.0x  6.0,12.78,0.0
1ZR4R346YW94050663,2022-02-28,UPS SurePost - 1 LB or Greater,21.03,-3.44,17.59,3140045,6.0,1,5.0,Waller,TX,77484,15.0x 15.0x  6.0,17.59,0.0
1ZR4R346YW92943470,2022-02-28,UPS SurePost - 1 LB or Greater,17.92,-3.57,14.35,3139865,4.0,1,7.0,Franklin,MA,02038,14.0x 14.0x  4.0,14.350000000000001,0.0
1ZR4R346YW92974222,2022-02-28,UPS SurePost - 1 LB or Greater,21.65,-3.56,18.09,3140055,6.0,1,6.0,North East,PA,16428,15.0x 15.0x  6.0,18.09,0.0
1ZR4R346YW98762566,2022-02-28,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3139967,6.0,1,5.0,TUSTIN,CA,92782,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW92976640,2022-02-28,UPS SurePost - 1 LB or Greater,20.24,-3.28,16.96,3140039,4.0,1,5.0,Terrell,TX,75160,14.0x 14.0x  4.0,16.96,0.0
1ZR4R346YW92986111,2022-02-28,UPS SurePost - 1 LB or Greater,17.92,-3.57,14.35,3140006,4.0,1,7.0,Colchester,VT,05446,14.0x 14.0x  4.0,14.350000000000001,0.0
1ZR4R346YW93204696,2022-02-28,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3140012,4.0,1,5.0,Richmond,TX,77406,14.0x 14.0x  4.0,13.13,0.0
1ZR4R346YW93060190,2022-02-28,UPS SurePost - 1 LB or Greater,15.97,-3.19,12.78,3139916,6.0,1,4.0,Tempe,AZ,85281,15.0x 15.0x  6.0,12.78,0.0
1ZR4R346YW98659026,2022-02-28,UPS SurePost - 1 LB or Greater,24.64,-4.16,20.48,3140088,9.0,1,7.0,Hampton Falls,NH,03844,15.0x 15.0x 10.0,20.48,0.0
1ZR4R346YW93089580,2022-02-28,UPS SurePost - 1 LB or Greater,21.82,-3.44,18.38,3140011,6.0,1,5.0,Redfield,AR,72132,15.0x 15.0x  6.0,18.38,0.0
1ZR4R346YW93152064,2022-02-28,UPS SurePost - 1 LB or Greater,17.92,-3.57,14.35,3140031,4.0,1,7.0,Fuquay-Varina,NC,27526,14.0x 14.0x  4.0,14.350000000000001,0.0
1ZR4R346YW98705510,2022-02-28,UPS SurePost - 1 LB or Greater,17.81,-3.56,14.25,3139980,6.0,1,6.0,Matthews,NC,28104,15.0x 15.0x  6.0,14.25,0.0
1ZR4R346YW98474127,2022-02-28,UPS SurePost - 1 LB or Greater,18.38,-2.92,15.46,3139907,2.0,1,5.0,Goshen,IN,46528,14.0x  8.0x  4.0,15.46,0.0
1ZR4R346YW92766895,2022-02-28,UPS SurePost - 1 LB or Greater,17.92,-3.57,14.35,3140056,4.0,1,7.0,Cooper City,FL,33026,14.0x 14.0x  4.0,14.350000000000001,0.0
1ZR4R346YW98466663,2022-02-28,UPS SurePost - 1 LB or Greater,17.81,-3.56,14.25,3140074,6.0,1,6.0,PITTSBURGH,PA,15234,15.0x 15.0x  6.0,14.25,0.0
1ZR4R346YW93615546,2022-02-28,UPS SurePost - 1 LB or Greater,16.84,-3.37,13.47,3139910,4.0,1,6.0,Delaware,OH,43015,14.0x 14.0x  4.0,13.469999999999999,-0.0
1ZR4R346YW94009806,2022-02-28,UPS SurePost - 1 LB or Greater,15.44,-3.08,12.36,3139939,4.0,1,4.0,Surprise,AZ,85374,14.0x 14.0x  4.0,12.360000000000001,0.0
1ZR4R346YW98893380,2022-02-28,UPS SurePost - 1 LB or Greater,15.71,-3.15,12.56,3139986,2.0,1,7.0,Camp Lejuene,NC,28547,14.0x  8.0x  4.0,12.56,0.0
1ZR4R346YW92496276,2022-02-28,UPS SurePost - 1 LB or Greater,21.65,-3.56,18.09,3140043,6.0,1,6.0,Batavia,NY,14020,15.0x 15.0x  6.0,18.09,0.0
1ZR4R346YW95234865,2022-02-28,UPS SurePost - 1 LB or Greater,18.38,-3.69,14.69,3139927,9.0,1,5.0,Owensboro,KY,42301,15.0x 15.0x 10.0,14.69,0.0
1ZR4R346YW93972311,2022-02-28,UPS SurePost - 1 LB or Greater,21.03,-3.44,17.59,3139895,6.0,1,5.0,Wabash,IN,46992,15.0x 15.0x  6.0,17.59,0.0
1ZR4R346YW93956811,2022-02-28,UPS SurePost - 1 LB or Greater,17.92,-3.57,14.35,3139898,4.0,1,7.0,New York,NY,10044,14.0x 14.0x  4.0,14.350000000000001,0.0
1ZR4R346YW92569054,2022-02-28,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3140033,4.0,1,5.0,Katy,TX,77494,14.0x 14.0x  4.0,13.13,0.0
1ZR4R346YW93935905,2022-02-28,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3139929,4.0,1,5.0,Little Rock,AR,72227,14.0x 14.0x  4.0,13.13,0.0
1ZR4R346YW93924300,2022-02-28,UPS SurePost - 1 LB or Greater,18.75,-3.74,15.01,3139905,6.0,1,7.0,Toms River,NJ,08753,15.0x 15.0x  6.0,15.01,0.0
1ZR4R346YW92583323,2022-02-28,UPS SurePost - 1 LB or Greater,17.81,-3.56,14.25,3140029,6.0,1,6.0,West Seneca,NY,14218,15.0x 15.0x  6.0,14.25,0.0
1ZR4R346YW93917569,2022-02-28,UPS SurePost - 1 LB or Greater,22.44,-3.56,18.88,3139922,6.0,1,6.0,Eldred,PA,16731,15.0x 15.0x  6.0,18.88,0.0
1ZR4R346YW93917452,2022-02-28,UPS SurePost - 1 LB or Greater,15.97,-3.19,12.78,3139945,6.0,1,4.0,Midland,TX,79707,15.0x 15.0x  6.0,12.78,0.0
1ZR4R346YW92584537,2022-02-28,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3140026,6.0,1,5.0,SPRING,TX,77388,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW92598513,2022-02-28,UPS SurePost - 1 LB or Greater,17.92,-2.66,15.26,3139933,6.0,1,2.0,Holyoke,CO,80734,15.0x 15.0x  6.0,15.26,0.0
1ZR4R346YW93828727,2022-02-28,UPS SurePost - 1 LB or Greater,20.68,-3.37,17.31,3140104,4.0,1,6.0,Johnsonburg,PA,15845,14.0x 14.0x  4.0,17.31,0.0
1ZR4R346YW92625126,2022-02-28,UPS SurePost - 1 LB or Greater,15.97,-3.19,12.78,3139932,6.0,1,4.0,Fort Worth,TX,76244,15.0x 15.0x  6.0,12.78,0.0
1ZR4R346YW93778504,2022-02-28,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3139935,6.0,1,5.0,De Pere,WI,54115,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW98821484,2022-02-28,UPS SurePost - 1 LB or Greater,15.15,-3.03,12.12,3140037,2.0,1,6.0,Dayton,OH,45410,14.0x  8.0x  4.0,12.120000000000001,0.0
1ZR4R346YW92718982,2022-02-28,UPS SurePost - 1 LB or Greater,17.92,-3.57,14.35,3140086,4.0,1,7.0,Calabash,NC,28467,14.0x 14.0x  4.0,14.350000000000001,0.0
1ZR4R346YW92735374,2022-02-28,UPS SurePost - 1 LB or Greater,18.75,-3.74,15.01,3140015,6.0,1,7.0,Media,PA,19063,15.0x 15.0x  6.0,15.01,0.0
1ZR4R346YW93649215,2022-02-28,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3140080,4.0,1,5.0,Nashville,TN,37216,14.0x 14.0x  4.0,13.13,0.0
1ZR4R346YW92743730,2022-02-28,UPS SurePost - 1 LB or Greater,20.24,-3.28,16.96,3139921,4.0,1,5.0,South Lake Tahoe,CA,96150,14.0x 14.0x  4.0,16.96,0.0
1ZR4R346YW98458798,2022-02-28,UPS SurePost - 1 LB or Greater,14.54,-2.92,11.62,3139983,2.0,1,5.0,Orono,MN,55356,14.0x  8.0x  4.0,11.620000000000001,0.0
1ZR4R346YW95228952,2022-02-28,UPS SurePost - 1 LB or Greater,19.22,-3.84,15.38,3139879,9.0,1,6.0,galena,OH,43021,15.0x 15.0x 10.0,15.38,0.0
1ZR4R346YW95284249,2022-02-28,UPS SurePost - 1 LB or Greater,18.75,-3.74,15.01,3140082,6.0,1,7.0,Wyckoff,NJ,07481,15.0x 15.0x  6.0,15.01,0.0
1ZR4R346YW93102573,2022-02-28,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3139974,4.0,1,5.0,San Bruno,CA,94066,14.0x 14.0x  4.0,13.13,0.0
1ZR4R346YW90706926,2022-02-28,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3139893,6.0,1,5.0,Delafield,WI,53018,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW97764342,2022-02-28,UPS SurePost - 1 LB or Greater,22.21,-3.69,18.52,3139880,9.0,1,5.0,Wadesville,IN,47638,15.0x 15.0x 10.0,18.52,0.0
1ZR4R346YW90461422,2022-02-28,UPS SurePost - 1 LB or Greater,15.44,-3.08,12.36,3139887,4.0,1,4.0,Flagstaff,AZ,86001,14.0x 14.0x  4.0,12.360000000000001,0.0
1ZR4R346YW90465866,2022-02-28,UPS SurePost - 1 LB or Greater,20.06,-3.08,16.98,3139871,4.0,1,4.0,Gallup,NM,87301,14.0x 14.0x  4.0,16.98,0.0
1ZR4R346YW90482490,2022-02-28,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3139946,4.0,1,5.0,Los Angeles,CA,91364,14.0x 14.0x  4.0,13.13,0.0
1ZR4R346YW96768457,2022-02-28,UPS SurePost - 1 LB or Greater,18.38,-2.92,15.46,3140051,2.0,1,5.0,Stewartville,MN,55976,14.0x  8.0x  4.0,15.46,0.0
1ZR4R346YW90487815,2022-02-28,UPS SurePost - 1 LB or Greater,18.75,-3.74,15.01,3140007,6.0,1,7.0,Port Saint Lucie,FL,34952,15.0x 15.0x  6.0,15.01,0.0
1ZR4R346YW90536020,2022-02-28,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3139860,6.0,1,5.0,San Francisco,CA,94107,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW96714362,2022-02-28,UPS SurePost - 1 LB or Greater,15.15,-3.03,12.12,3140060,2.0,1,6.0,Mebane,NC,27302,14.0x  8.0x  4.0,12.120000000000001,0.0
1ZR4R346YW96669582,2022-02-28,UPS SurePost - 1 LB or Greater,18.75,-3.74,15.01,3139915,6.0,1,7.0,St. Petersburg,FL,33702,15.0x 15.0x  6.0,15.01,0.0
1ZR4R346YW90643682,2022-02-28,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3139948,4.0,1,5.0,San Antonio,TX,78222,14.0x 14.0x  4.0,13.13,0.0
1ZR4R346YW99710084,2022-02-28,UPS SurePost - 1 LB or Greater,18.38,-3.69,14.69,3139985,9.0,1,5.0,rochester,MN,55906,15.0x 15.0x 10.0,14.69,0.0
1ZR4R346YW99684541,2022-02-28,UPS SurePost - 1 LB or Greater,18.38,-3.69,14.69,3140027,9.0,1,5.0,St. Louis,MO,63121,15.0x 15.0x 10.0,14.69,0.0
1ZR4R346YW96424256,2022-02-28,UPS SurePost - 1 LB or Greater,19.54,-3.15,16.39,3139901,2.0,1,7.0,Burgaw,NC,28425,14.0x  8.0x  4.0,16.39,0.0
1ZR4R346YW90714444,2022-02-28,UPS SurePost - 1 LB or Greater,16.84,-3.37,13.47,3139884,4.0,1,6.0,Duluth,GA,30096,14.0x 14.0x  4.0,13.469999999999999,-0.0
1ZR4R346YW90737992,2022-02-28,UPS SurePost - 1 LB or Greater,21.03,-3.44,17.59,3139870,6.0,1,5.0,Pocola,OK,74902,15.0x 15.0x  6.0,17.59,0.0
1ZR4R346YW96564837,2022-02-28,UPS SurePost - 1 LB or Greater,17.19,-3.44,13.75,3140084,6.0,1,5.0,Spring,TX,77382,15.0x 15.0x  6.0,13.75,0.0
1ZR4R346YW96541601,2022-02-28,UPS SurePost - 1 LB or Greater,15.97,-3.19,12.78,3139912,6.0,1,4.0,Overland Park,KS,66221,15.0x 15.0x  6.0,12.78,0.0
1ZR4R346YW90793930,2022-02-28,UPS SurePost - 1 LB or Greater,20.24,-3.28,16.96,3140103,4.0,1,5.0,spring Grove,IL,60081,14.0x 14.0x  4.0,16.96,0.0
1ZR4R346YW96493217,2022-02-28,UPS SurePost - 1 LB or Greater,14.54,-2.92,11.62,3139976,2.0,1,5.0,MONTICELLO,MN,55362,14.0x  8.0x  4.0,11.620000000000001,0.0
1ZR4R346YW90803240,2022-02-28,UPS SurePost - 1 LB or Greater,17.81,-3.56,14.25,3140048,6.0,1,6.0,Avon Lake,OH,44012,15.0x 15.0x  6.0,14.25,0.0
1ZR4R346YW97885284,2022-02-28,UPS SurePost - 1 LB or Greater,15.71,-3.15,12.56,3139878,2.0,1,7.0,Merrimack,NH,03054,14.0x  8.0x  4.0,12.56,0.0
1ZR4R346YW90808781,2022-02-28,UPS SurePost - 1 LB or Greater,16.41,-3.28,13.13,3139972,4.0,1,5.0,San Antonio,TX,78223,14.0x 14.0x  4.0,13.13,0.0
