"Tracking Number","Transaction Date","Type","System","Service Code","Published Charge","Incentive Charge","Net Charge","Ref No 1","Ref No 2"
"1ZR4R346YW90299751","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3133044",""
"1ZR4R346YW90347903","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3133039",""
"1ZR4R346YW90363994","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131562",""
"1ZR4R346YW90366866","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3132749",""
"1ZR4R346YW90379647","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3133243",""
"1ZR4R346YW90397029","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3132916",""
"1ZR4R346YW90407820","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3132632",""
"1ZR4R346YW90407991","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3132684",""
"1ZR4R346YW90418998","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.77","-$2.96","$11.81","3132933",""
"1ZR4R346YW90439439","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3132751",""
"1ZR4R346YW90449311","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3132087",""
"1ZR4R346YW90451246","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.23","-$3.33","$15.90","3131915",""
"1ZR4R346YW90464689","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3132754",""
"1ZR4R346YW90465302","Dec 03, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.54","-$3.59","$16.95","3132864",""
"1ZR4R346YW90473240","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.66","-$3.21","$15.45","3132757",""
"1ZR4R346YW90479968","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.90","-$3.46","$16.44","3132785",""
"1ZR4R346YW90505590","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3133121",""
"1ZR4R346YW90514482","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.23","-$3.33","$15.90","3132770",""
"1ZR4R346YW90519503","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3132982",""
"1ZR4R346YW90542264","Sep 17, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.02","-$3.16","$15.86","3125741",""
"1ZR4R346YW90547796","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3132967",""
"1ZR4R346YW90559587","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3132727",""
"1ZR4R346YW90578913","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131884",""
"1ZR4R346YW90580820","Dec 08, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3133259",""
"1ZR4R346YW90610341","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3131774",""
"1ZR4R346YW90624023","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.89","-$3.33","$16.56","3131967",""
"1ZR4R346YW90631471","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3132191",""
"1ZR4R346YW90652136","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3131946",""
"1ZR4R346YW90652770","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3132977",""
"1ZR4R346YW90668512","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3132663",""
"1ZR4R346YW90670750","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.52","-$2.98","$14.54","3133139",""
"1ZR4R346YW90671704","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3132538",""
"1ZR4R346YW90672598","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3131807",""
"1ZR4R346YW90680329","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.33","-$3.21","$16.12","3132155",""
"1ZR4R346YW90680721","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3132934",""
"1ZR4R346YW90682765","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3132521",""
"1ZR4R346YW90686163","Dec 03, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3132829",""
"1ZR4R346YW90691040","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3132677",""
"1ZR4R346YW90713427","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3133118",""
"1ZR4R346YW90728153","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.99","-$3.87","$18.12","3132900",""
"1ZR4R346YW90735985","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.76","-$3.30","$16.46","3132118",""
"1ZR4R346YW90754133","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3132610",""
"1ZR4R346YW90773354","Dec 08, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.75","-$3.43","$16.32","3133319",""
"1ZR4R346YW90824647","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3132135",""
"1ZR4R346YW90826225","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3133181",""
"1ZR4R346YW90837188","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131959",""
"1ZR4R346YW90840914","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.57","-$3.46","$17.11","3132758",""
"1ZR4R346YW90847891","Dec 03, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.75","-$3.43","$16.32","3132863",""
"1ZR4R346YW90851528","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3132759",""
"1ZR4R346YW90894563","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3131874",""
"1ZR4R346YW90906282","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.54","-$2.92","$11.62","3133007",""
"1ZR4R346YW90918359","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131951",""
"1ZR4R346YW90928759","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132787",""
"1ZR4R346YW90941190","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.09","-$3.30","$15.79","3133033",""
"1ZR4R346YW90945463","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3132901",""
"1ZR4R346YW90952053","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.90","-$3.46","$16.44","3133236",""
"1ZR4R346YW90967921","Dec 03, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$22.66","-$3.87","$18.79","3132876",""
"1ZR4R346YW90974548","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131888",""
"1ZR4R346YW90976920","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.66","-$3.21","$15.45","3132612",""
"1ZR4R346YW90978615","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.90","-$3.46","$16.44","3131808",""
"1ZR4R346YW91004281","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3132669",""
"1ZR4R346YW91006092","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3131914",""
"1ZR4R346YW91012923","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.66","-$3.21","$15.45","3131584",""
"1ZR4R346YW91025419","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3132682",""
"1ZR4R346YW91025893","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3132534",""
"1ZR4R346YW91049564","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3133170",""
"1ZR4R346YW91055164","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3132645",""
"1ZR4R346YW91061595","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3132130",""
"1ZR4R346YW91067946","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131948",""
"1ZR4R346YW91068070","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3132673",""
"1ZR4R346YW91070398","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3131851",""
"1ZR4R346YW91091231","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.61","-$3.20","$15.41","3133097",""
"1ZR4R346YW91122108","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3133095",""
"1ZR4R346YW91135185","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3131563",""
"1ZR4R346YW91151283","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3131913",""
"1ZR4R346YW91164500","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.23","-$3.33","$15.90","3131783",""
"1ZR4R346YW91165349","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3133046",""
"1ZR4R346YW91180788","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.18","-$2.97","$15.21","3133122",""
"1ZR4R346YW91186335","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3133157",""
"1ZR4R346YW91190973","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.14","-$3.43","$13.71","3133062",""
"1ZR4R346YW91194362","Dec 08, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3133342",""
"1ZR4R346YW91194602","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3132462",""
"1ZR4R346YW91197869","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.76","-$3.30","$16.46","3133086",""
"1ZR4R346YW91200943","Dec 03, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.93","-$3.59","$14.34","3132878",""
"1ZR4R346YW91215026","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3132422",""
"1ZR4R346YW91229780","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3132722",""
"1ZR4R346YW91240623","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.47","-$3.10","$12.37","3132762",""
"1ZR4R346YW91244325","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.77","-$2.96","$11.81","3133064",""
"1ZR4R346YW91260521","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.23","-$3.33","$15.90","3132582",""
"1ZR4R346YW91263144","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3132965",""
"1ZR4R346YW91278174","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3132937",""
"1ZR4R346YW91286076","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131976",""
"1ZR4R346YW91303887","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3132565",""
"1ZR4R346YW91313045","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.01","-$3.20","$12.81","3133094",""
"1ZR4R346YW91314179","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3131876",""
"1ZR4R346YW91317167","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.93","-$3.59","$14.34","3132985",""
"1ZR4R346YW91317265","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.76","-$3.30","$16.46","3132465",""
"1ZR4R346YW91341961","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.52","-$2.98","$14.54","3133239",""
"1ZR4R346YW91363367","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3133067",""
"1ZR4R346YW91363652","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3133191",""
"1ZR4R346YW91387378","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3133142",""
"1ZR4R346YW91429993","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.54","-$3.59","$16.95","3133040",""
"1ZR4R346YW91442521","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3133133",""
"1ZR4R346YW91447044","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131794",""
"1ZR4R346YW91458176","Oct 14, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.28","-$2.93","$14.35","732557",""
"1ZR4R346YW91462321","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3132531",""
"1ZR4R346YW91481033","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.38","-$3.87","$15.51","3132948",""
"1ZR4R346YW91481579","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3131799",""
"1ZR4R346YW91501412","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3131702",""
"1ZR4R346YW91514462","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132674",""
"1ZR4R346YW91517441","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.18","-$2.97","$15.21","3133154",""
"1ZR4R346YW91580631","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3133114",""
"1ZR4R346YW91592655","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.09","-$3.30","$15.79","3132998",""
"1ZR4R346YW91607602","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3133178",""
"1ZR4R346YW91609959","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3132116",""
"1ZR4R346YW91618903","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.93","-$3.59","$14.34","3133245",""
"1ZR4R346YW91624263","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131529",""
"1ZR4R346YW91678983","Nov 15, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.42","-$2.89","$11.53","3130125",""
"1ZR4R346YW91704864","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131865",""
"1ZR4R346YW91718117","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.91","-$2.98","$11.93","3133088",""
"1ZR4R346YW91730193","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3132742",""
"1ZR4R346YW91763416","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131966",""
"1ZR4R346YW91773674","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.33","-$3.21","$16.12","3133102",""
"1ZR4R346YW91774557","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3132648",""
"1ZR4R346YW91791878","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.61","-$3.20","$15.41","3133005",""
"1ZR4R346YW91795472","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3132973",""
"1ZR4R346YW91796711","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3133207",""
"1ZR4R346YW91802356","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.54","-$3.59","$16.95","3133073",""
"1ZR4R346YW91815682","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.62","-$3.33","$13.29","3133013",""
"1ZR4R346YW91860356","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3132694",""
"1ZR4R346YW91861515","Dec 08, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.05","-$2.49","$12.56","732513",""
"1ZR4R346YW91874690","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.54","-$3.59","$16.95","3132562",""
"1ZR4R346YW91895122","Dec 01, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.89","-$3.33","$16.56","3132660",""
"1ZR4R346YW91897602","Nov 22, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.90","-$3.46","$16.44","3130747",""
"1ZR4R346YW91922477","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3131871",""
"1ZR4R346YW91947352","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3132021",""
"1ZR4R346YW91956539","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3133211",""
"1ZR4R346YW91956744","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3130548",""
"1ZR4R346YW91956888","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3133219",""
"1ZR4R346YW91958920","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$21.99","-$3.87","$18.12","3132988",""
"1ZR4R346YW91962406","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.29","-$3.46","$13.83","3132920",""
"1ZR4R346YW91984240","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.48","-$3.30","$13.18","3133001",""
"1ZR4R346YW91985927","Nov 30, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.44","-$3.16","$15.28","3132604",""
"1ZR4R346YW92005377","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3132726",""
"1ZR4R346YW92035228","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3133010",""
"1ZR4R346YW92039368","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.09","-$3.50","$16.59","3131952",""
"1ZR4R346YW92045575","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3133230",""
"1ZR4R346YW92061584","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.48","-$3.50","$13.98","3133143",""
"1ZR4R346YW92066856","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3133096",""
"1ZR4R346YW92086129","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.10","-$3.16","$15.94","3132972",""
"1ZR4R346YW92086478","Dec 07, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$16.05","-$3.21","$12.84","3133164",""
"1ZR4R346YW92088814","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$14.77","-$2.96","$11.81","3133119",""
"1ZR4R346YW92095851","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$15.83","-$3.16","$12.67","3132743",""
"1ZR4R346YW92099204","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$13.68","-$2.74","$10.94","3132960",""
"1ZR4R346YW92100871","Dec 03, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$17.59","-$3.01","$14.58","3132867",""
"1ZR4R346YW92114937","Dec 03, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$19.90","-$3.46","$16.44","3132819",""
"1ZR4R346YW92136600","Dec 06, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.44","-$3.16","$15.28","3133029",""
"1ZR4R346YW92163492","Dec 02, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$18.05","-$2.96","$15.09","3132755",""
"1ZR4R346YW92208363","Nov 29, 2021","Outbound","Shipping API","UPS SurePost - 1 LB or Greater","$20.57","-$3.46","$17.11","3132024",""
